Unnamed: 0,time_text,message,author,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
815,18:05,#noglablueballs,username@nBeaBsssra,,,,,,
816,18:05,its nogla again,username@eNNe ooore,,,,,,
817,18:11,ITS NOGLA AGAIN ISAW HIS STREAM,username@ y y Nyyrg,,,,,,
818,18:12,it aint gonna happen lol,username@soil DsANo,,,,,,
819,18:17,Yeah you can’t join their sessions,username@inbnitubaa,,,,,,
820,18:17,That was a justice round,username@spJeshoJes,,,,,,
821,18:19,ITS NOGLA,username@ y y Nyyrg,,,,,,
822,18:21,thats called singing,username@iggsGesLaL,,,,,,
823,18:21,"I mean, he’s made so many among us videos... I think he’ll live",username@dilggPgmdd,,,,,,
824,18:22,Exactly,username@inbnitubaa,,,,,,
825,18:23,no snitching,username@DADeA Dlxl,,,,,,
826,18:28,bro stop saying who it is,username@dasaddsnaa,,,,,,
827,18:28,can someone fill me in ? who are they playing with currently lol,username@llaaiPiiiP,,,,,,
828,18:30,yes,username@mibjoj ioe,,,,,,
829,18:30,next round dont mute and say time to kill nogla,username@MMTeeJaTsa,,,,,,
830,18:31,use code Terr,username@Gs7xaabrGa,,,,,,
831,18:32,@Zenex Playz it has a better chance of raining in the desert than you joining them,username@EEeEEaEalp,1,,,,,1
832,18:38,"IDK? Red seems kinda sus, we should vote them off!",username@WbboLWWo,,,,,,
833,18:45,It’s Noglq,username@elJJre8r81,,,,,,
834,18:46,USE CODE MOO,username@rZZsheSraa,,,,,,
835,18:50,if brian dies or voted off then it is fine,username@DADeA Dlxl,1,,,,,
836,18:50,@Lightnings games hey dude,username@wOo o owol,,,,,,
837,18:51,selfreport,username@nBeaBsssra,,,,,,
838,18:54,*me casually going full screen to avoid all these damn spoilers*,username@3rq3zmbl3q,,,,,,1
839,18:56,@Elephant exactly,username@inbnitubaa,,,,,,
840,18:59,USE CODE MOO,username@rZZsheSraa,,,,,,
841,19:01,hi,username@asesrrosra,,,,,,
842,19:04,Owl Boy Hey Boi,username@iggsGesLaL,,,,,,
843,19:04,USE CODE MOO,username@etrhrhtTea,,,,,,
844,19:06,USE CODE MOO,username@rZZsheSraa,,,,,,
845,19:06,Go to noglas stream,username@elJJre8r81,,,,,,
846,19:07,sometimes Lazar sounds like Vanoss,username@47E4k74144,,,,,,
847,19:07,NOGLA IMPOSTER,username@rimg orign,,,,,,
848,19:08,E,username@noAaaihnom,,,,,,
849,19:09,CODE MOO,username@WbboLWWo,,,,,,
850,19:14,ITS NOGLA I SAW HIS STREAM ITS NOGLA I SAW HIS STREAM ITS NOGLA I SAW HIS SREAM,username@ y y Nyyrg,,,,,,
851,19:15,USE CODE MOO,username@rZZsheSraa,,,,,,
852,19:17,"11 likes but over 1,000 people watching",username@eusNe ueuK,,,,,,
853,19:17,USE CODE MOO,username@eProhHhrye,,,,,,
854,19:19,idk white kinda sus,username@oraor omg,,,,,,
855,19:19,hahahaha new sound board idea,username@bkkdrootio,,,,,,
856,19:20,Nogla imposter,username@ha ccyhy h,,,,,,
857,19:22,help me I'm being attacked by puppy,username@7n3gknn3ni,,,,,,
858,19:23,its the white guy,username@nyrGootoGo,,,,,,
859,19:25,heyo just joined hi,username@lA nagWgWe,,,,,,
860,19:25,say f to pay respect to terroriser death soom,username@AmeTermmTg,,,,,,
861,19:27,nogla is doing the imposter glitch,username@orarMaIroa,,,,,,
862,19:32,who is preston,username@FsEEo REsR,,,,,,
863,19:33,zombie imposter sounds,username@bkkdrootio,,,,,,
864,19:34,Nogla,username@eoDmbnmnaa,,,,,,
865,19:34,PLEASE LISTEN ITS NOGLA,username@ y y Nyyrg,,,,,,
866,19:36,USE CODE MOO,username@eProhHhrye,,,,,,
867,19:36,don't spoil it,username@zipapLppia,,,,,,
868,19:42,Hehehe Nogla Stabs Stabs Everyone For Content,username@u T Egilql,1,,,,,
869,19:43,LIKE THE VIDEO GUYS FOR MORE AMONG US STREAM!!,username@aDeDDaDcDn,,,,,,
870,19:44,why would people say who it is... the fook,username@soil DsANo,1,,,,,
871,19:45,breathes heavily,username@dAinnnAuaA,,,,,,
872,19:47,WHO IS PRESTON SKIN,username@FsEEo REsR,,,,,,
873,19:48,Play a game where u play with subscribers,username@emyomCaCee,,,,,,
874,19:50,ITS THE WHITE GUY,username@nyrGootoGo,,,,,,
875,19:50,Trump2020 hope you get well soon!!!!,username@JJJJJJJJJJ,,,,1,,
876,19:56,lets not forget preston runs a family channel,username@EEeEEaEalp,,,,,,
877,20:00,ITS THE BLACK GUY!!,username@hnidihnjta,,1,,,,
878,20:00,IF HE BREATHES.... HES AN IMPOSTOR,username@cccccccccc,1,,,,,
879,20:00,"brine has 1,000 iq brain",username@okkliextne,,,,,,
880,20:01,@Cory Ng are you serious?,username@WbboLWWo,,,,,,
881,20:02,hi guys,username@drk rpaaae,,,,,,
882,20:02,if you click the screen before it starts you get in to the game before them,username@llFFdlnrBF,,,,,,
883,20:04,brodie sus,username@nBeaBsssra,,,,,,
884,20:06,Hey,username@mnilnLleie,,,,,,
885,20:06,sheeesh,username@cMcl alaei,,,,,,
886,20:06,@Cory Ng he’s not gonna check the chat. He wants to have fun,username@JJeDe uJek,,,,,,
887,20:10,what time is it in ur country now?,username@ xcxnncoAl,,,,,,
888,20:11,yall are being scumbags by spoiling the game.,username@eProhHhrye,1,,,,,1
889,20:15,Stop trying to ruin the game for him yall,username@Rm iaei ea,,,,,,
890,20:16,cyan,username@ill1b1ll1i,,,,,,
891,20:16,Finally No Ninja,username@dodGddodod,1,,,,,
892,20:21,:yt::yt::yt:,username@drk rpaaae,,,,,,
893,20:24,hh,username@ xcxnncoAl,,,,,,
894,20:29,:yougotthis::yougotthis::yougotthis::yougotthis::yougotthis::yougotthis::yougotthis::buffering::buffering::buffering::buffering::buffering:,username@drk rpaaae,,,,,,
895,20:30,it was one of the black guys,username@cccccccccc,,1,,,,
896,20:30,H20,username@Lrncau iVr,,,,,,
897,20:31,Stop spoiling while he’s alive,username@JJeDe uJek,,,,,,
898,20:32,One of the guys almost sounds like Vanoss,username@spJeshoJes,,,,,,
899,20:33,stop trying to cheat please its unfair to Brian,username@hzokooioaC,,,,,,
900,20:35,Cory you are annoying,username@BDmBrio Dm,1,,,,,
901,20:36,LOL,username@hMohhoMhhM,,,,,,
902,20:37,I love ur videos,username@lA nagWgWe,,,,,,
903,20:40,tell me what skin Preston is,username@FsEEo REsR,,,,,,
904,20:41,i dont think anyone says this but i appreciate the shape of your nose brain i think its great,username@EEeEEaEalp,,,,,,
905,20:41,What is this session lol,username@dilggPgmdd,,,,,,
906,20:43,11:22 where I’m at which is central time zone,username@JJJJJJJJJJ,,,,,,
907,20:44,Nogla sus,username@ccWeWnnrch,,,,,,
908,20:45,ITS THE BLACK GUY - Nogla 2020,username@hnidihnjta,,1,,,,
909,20:47,bet it's nogla afain,username@heieeCmesl,,,,,,
910,20:47,put the chat in members only. stream snipers are annoying at,username@isikskoii3,,,,,,
911,20:48,he wont check chat due to people trying to snitch,username@DADeA Dlxl,,,,,,
912,20:51,this is the reason why Brian ignores the chat. people be ruining the game,username@eProhHhrye,,,,,,
913,20:51,We are taking a guess chill,username@nyrGootoGo,,,,,,
914,20:55,Hey Brian. I'm a huge fan. Do you think you could just say hello to me??,username@aUrUUatatr,,,,,,
915,20:58,let me tlk,username@FsEEo REsR,,,,,,
916,21:02,hello,username@rrMieiMlei,,,,,,
917,21:05,ITS THE WHITE GUY - Nogla 2020,username@nyrGootoGo,,1,,,,
918,21:09,let ma talk,username@FsEEo REsR,,,,,,
919,21:11,why does Lazar kinda sound like Evan?,username@aDeDDaDcDn,,,,,,
920,21:15,me talk,username@FsEEo REsR,,,,,,
921,21:15,$0.25,username@MoM8r1 MMh,,,,,,
922,21:17,its nogla,username@eNNe ooore,,,,,,
923,21:17,#beliveinnogla,username@SlAtlguueA,,,,,,
924,21:20,or brodie and cray lmao,username@Mgsur olsM,,,,,,
925,21:20,thank you Brian for leaving your chat public,username@raAsyaavys,,,,,,
926,21:23,ITS THE BLACK GUY!- NOGLA 2020,username@hnidihnjta,,1,,,,
927,21:24,Ultra he doesn’t read chat while playing,username@BDmBrio Dm,,,,,,
928,21:24,hello,username@IIIPPPalIP,,,,,,
929,21:24,"Nogla’s guilty, vote him out lol",username@II11fniyyn,,,,,,
930,21:26,its Nogla 100 percent he is using the glitch to be imposter,username@orarMaIroa,,,,,,
931,21:29,havin a SCOOBY DOO LMAOOO,username@cccccccccc,,,,,,
932,21:32,Scoobbbbbbbb,username@R0Rdotoo1,,,,,,
933,21:33,have u seen minecraft live,username@7n3gknn3ni,,,,,,
934,21:36,damn,username@aUrUUatatr,,,,,,
935,21:36,RUH ROH!,username@eProhHhrye,,,,,,
936,21:36,okay,username@aUrUUatatr,,,,,,
937,21:37,Lannan sounds like Evan if he shouts,username@aenoh mnya,,,,,,
938,21:38,that sucks,username@aUrUUatatr,,,,,,
939,21:39,We are joking around people chill,username@nyrGootoGo,,,,,,
940,21:39,Scooby,username@NhMiNtNg.h,,,,,,
941,21:40,it's vanoss,username@esaaJ abai,,,,,,
942,21:40,nogla,username@eNNe ooore,,,,,,
943,21:41,IT IS NOT LAZER,username@Lrncau iVr,,,,,,
944,21:43,TALK TO PRESTON,username@FsEEo REsR,,,,,,
945,21:43,lol,username@nyrGootoGo,,,,,,
946,21:43,What glitch,username@roe ot rea,,,,,,
947,21:43,Nogla,username@eoDmbnmnaa,,,,,,
948,21:44,read chat,username@aUrUUatatr,,,,,,
949,21:44,I love your content keep it up,username@eSeSeSSe e,,,,,,
950,21:46,Came to see if vanoss is here but he’s not so I’m out,username@eredarttrt,1,,,,,1
951,21:47,I love you tererisher,username@il lyr lif,,,,,,
952,21:49,last night strem: :_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserCoin::_terroriserCoin::_terroriserCoin::_terroriserCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserStar:,username@SdzSzSdzSz,,,,,,
953,21:51,e,username@JKprEhoauJ,,,,,,
954,21:53,love u guys,username@cdrenr mdn,,,,,,
955,21:54,lol,username@hnidihnjta,,,,,,
956,21:54,nogla gets voted anyways,username@Mgsur olsM,,,,,,
957,21:55,NOGLA IS IMPOSTER AGAIN!!!,username@McePPet at,,,,,,
958,21:55,It’s me,username@Oynl VPn P,,,,,,
959,21:56,hi,username@ aaeeeaey,,,,,,
960,21:57,heloo,username@blleeeuubl,,,,,,
961,22:01,@Cory Ng stop spoiling if he checks the chat then you just ruined the round,username@JJeDe uJek,,,,,,
962,22:01,stop spoiling it!!!,username@dasaddsnaa,,,,,,
963,22:02,:buffering:,username@OOK Ci   K,,,,,,
964,22:02,#beliveinnogla,username@SlAtlguueA,,,,,,
965,22:02,I like chicken nuggets,username@O1OQOJB O1,,,,,,
966,22:03,Nogales,username@ ooe TeTro,,,,,,
967,22:06,@Weeb Lord because they want attention and like spoiling the sport of the game,username@nBeaBsssra,,,,,,
968,22:07,"Want to join the TerrorFam? Become a member to my channel and get access to ""Member-Only Chat"" and the Terroriser Private Discord! https://www.youtube.com/channel/UCQio...",username@hNtttggNoh,,,,,,
969,22:10,yayyy,username@etleoaater,,,,,,
970,22:11,stop stream sniping,username@cryrcMrcey,,,,,,
971,22:13,It’s Nogla and H20,username@rr tsuCrus,,,,,,
972,22:14,You sound like conon obrian,username@krrratinel,,,,,,
973,22:18,can you talk to Preston for me,username@FsEEo REsR,,,,,,
974,22:20,hi brian,username@  eoa nka,,,,,,
975,22:21,Dude Cory stop!,username@ereesrsMeM,,,,,,
976,22:21,Nogla said its the white guy in another video so im saying it here as a joke i don't know about anyon else,username@nyrGootoGo,,,,,,
977,22:22,Brian won't read chat while he is alive because people are snitching,username@DADeA Dlxl,,,,,,
978,22:26,Ban Cory,username@BDmBrio Dm,,,,,,
979,22:30,dont trust nogla,username@eNNe ooore,,,,,,
980,22:33,CORY STAAAAP,username@JJeDe uJek,,,,,,
981,22:35,:yougotthis::yt::goodvibes::shelterin::shelterin::shelterin::shelterin::shelterin::chillwcat::chillwcat::chillwcat::chillwcat::chillwcat::chillwcat::chillwcat::chillwcat::chillwcat::chillwcat::chillwcat:,username@lA nagWgWe,,,,,,
982,22:38,Cory quit stream sniping,username@r_r SocSn7,,,,,,
983,22:41,NOGLA IS ONE TOO!!!!!!!!!,username@McePPet at,,,,,,
984,22:41,OOOOOOOOOOH LOL,username@soil DsANo,,,,,,
985,22:44,que rollo vatos,username@rxGinirvuu,,,,,,
986,22:44,Yoo,username@ IisammIii,,,,,,
987,22:45,should out h20delirious live soon,username@MoM8r1 MMh,,,,,,
988,22:47,Yeah ban cory,username@inbnitubaa,1,,,,,
989,22:48,love u guys,username@cdrenr mdn,,,,,,
990,22:49,See it wasn't the white guy lol,username@nyrGootoGo,,,,,,
991,22:50,why you guys thing it is him again,username@FsEEo REsR,,,,,,
992,22:51,"My god stop ruining the fun, mate",username@JJeDe uJek,1,,,,,
993,22:52,Yoo,username@laaoaoJvnv,,,,,,
994,22:56,spam #bancory,username@nBeaBsssra,,,,,,
995,22:58,terrorisor third imposter,username@OGMitineMe,,,,,,
996,22:59,hi,username@nneDsyynys,,,,,,
997,23:00,3rd imposter,username@eoaao irrr,,,,,,
998,23:01,Imagine stream sniping,username@raSycSyrra,,,,,,
999,23:01,BURN THE WIZARD,username@rmnsaa omm,,,,,1,
1000,23:03,Nogla is always 3rd imposter,username@ ooe TeTro,,,,,,
1001,23:04,does Brian not have moderators,username@wiwnnTniww,,,,,,
1002,23:04,Yooo,username@ IisammIii,,,,,,
1003,23:06,yeeeaahh,username@cccccccccc,,,,,,
1004,23:07,hi,username@tt1t1gissr,,,,,,
1005,23:10,BRODIE BRODIE BRODIE,username@SdzSzSdzSz,,,,,,
1006,23:11,Hi,username@rK eKoKpCp,,,,,,
1007,23:11,The beans are spilled,username@spJeshoJes,,,,,,
1008,23:13,guys they don't check chat unless they are dead or imposter,username@ivdiiic ca,,,,,,
1009,23:15,I love this game,username@nyrGootoGo,,,,,,
1010,23:15,go h20,username@sqlalrgaEs,,,,,,
1011,23:17,:elbowcough:,username@sTTe T irt,,,,,,
1012,23:17,hi,username@ᗰᗰ  O ᖇ Oᗯ,,,,,,
1013,23:19,imaginebh,username@eeneBoBhJe,,,,,,
1014,23:22,"zoinks, scoob!",username@eProhHhrye,,,,,,
1015,23:25,Hi,username@jso sJaaeM,,,,,,
1016,23:28,its nogla,username@S hat aPya,,,,,,
1017,23:28,Nogla’s next lol,username@II11fniyyn,,,,,,
1018,23:29,It’s nogla and H20 dummy,username@rr tsuCrus,1,,,,,
1019,23:29,nogla,username@S hat aPya,,,,,,
1020,23:31,can you talk to Preston for me,username@FsEEo REsR,,,,,,
1021,23:31,nogla,username@S hat aPya,,,,,,
1022,23:31,the beans,username@aneseabaeb,,,,,,
1023,23:31,Ban Cory ng,username@krrratinel,1,,,,,
1024,23:32,nogla,username@S hat aPya,,,,,,
1025,23:34,#bancory,username@hnidihnjta,1,,,,,
1026,23:34,PLZ,username@FsEEo REsR,,,,,,
1027,23:35,bring back babylirious,username@A kAA-SSk-,,,,,,
1028,23:36,@Weeb Lord they do it just for attention,username@nBeaBsssra,,,,,,
1029,23:36,jinkies,username@cccccccccc,,,,,,
1030,23:39,so people can't spoil it and ruin it for that exact reason,username@ivdiiic ca,,,,,,
1031,23:39,:elbowcough:,username@MoM8r1 MMh,,,,,,
1032,23:39,why dont rhey just watch eachothers streams so they know,username@eeneBoBhJe,,,,,,
1033,23:41,hi Terrotiser,username@gegoeJgodg,,,,,,
1034,23:41,ree,username@vdod svvvs,,,,,,
1035,23:41,#bancory,username@hnidihnjta,1,,,,,
1036,23:43,plz,username@FsEEo REsR,,,,,,
1037,23:44,USE CODE MOO,username@rNNaNNir’i,,,,,,
1038,23:44,#bancory,username@nBeaBsssra,1,,,,,
1039,23:45,I feel nogla,username@dk8d44kkSk,,,,,,
1040,23:49,Nogla 3rd imposter or just imposter,username@ ooe TeTro,,,,,,
1041,23:50,Ban Cory,username@BDmBrio Dm,1,,,,,
1042,23:51,Who tf keeps spamming,username@rsdsaa'ese,1,,,,,
1043,23:52,#bancory ng,username@O1OQOJB O1,1,,,,,
1044,23:54,#bancory,username@krrratinel,1,,,,,
1045,23:54,I WONDER WHO IT IS,username@nyrGootoGo,,,,,,
1046,23:55,NOGLA IS THE IMPOSTER,username@oooaracacr,,,,,,
1047,23:57,CODE MOO,username@eeneBoBhJe,,,,,,
1048,23:59,my strea is stuck..................nice,username@hnidihnjta,,,,,,
1049,24:00:00,atleast the title was right,username@a abannsaC,,,,,,
1050,24:02:00,oh no,username@cccccccccc,,,,,,
1051,24:04:00,privet terr,username@ мНии иитм,,,,,,
1052,24:06:00,Ban Cory,username@BDmBrio Dm,1,,,,,
1053,24:08:00,O.o,username@iaiDiirnik,,,,,,
1054,24:10:00,Cory you're on thin ice,username@rsdsaa'ese,,,,,,
1055,24:11:00,figures. there the only 2 that can kill that quick,username@Mgsur olsM,,,,,,
1056,24:11:00,I knew it,username@II11fniyyn,,,,,,
1057,24:13:00,Rip,username@iYnY ggrYN,,,,,,
1058,24:13:00,nogla is glitching XD,username@orarMaIroa,,,,,,
1059,24:13:00,Love u Brian,username@ttEahEtnha,,,,,,
1060,24:14:00,F,username@eHy ntatoa,,,,,,
1061,24:15:00,hi,username@etetLgoeut,,,,,,
1062,24:16:00,@Bonesauce Doing that will ruin the purpose of the game,username@eProhHhrye,,,,,,
1063,24:17:00,hi,username@etetLgoeut,,,,,,
1064,24:18:00,lol rip @Jade's Harmonies,username@l eestlBss,,,,,,1
1065,24:18:00,hi,username@etetLgoeut,,,,,,
1066,24:19:00,@Cory Ng he keepsstreamsniping,username@nBeaBsssra,,,,,,
1067,24:20:00,Scooby dooby doooo I new it,username@lA nagWgWe,,,,,,
1068,24:22:00,TOLD YOU,username@Lrncau iVr,,,,,,
1069,24:24:00,L,username@iaMbglee e,,,,,,
1070,24:27:00,F,username@iYnY ggrYN,,,,,,
1071,24:27:00,seriously how did brodie get there tho wtf,username@cccccccccc,,,,,,
1072,24:27:00,l,username@iaMbglee e,,,,,,
1073,24:27:00,@jades harmonies hey,username@wOo o owol,,,,,,
1074,24:28:00,l,username@iaMbglee e,,,,,,
1075,24:29:00,f,username@ мНии иитм,,,,,,
1076,24:31:00,l,username@iaMbglee e,,,,,,
1077,24:31:00,Hi,username@igerrgetsr,,,,,,
1078,24:33:00,L,username@aenoh mnya,,,,,,
1079,24:35:00,smooth brain play their,username@l haeaPaPP,,,,,,
1080,24:35:00,3rd imposter,username@h nzhhahha,,,,,,
1081,24:36:00,:buffering:,username@iYnY ggrYN,,,,,,
1082,24:39:00,If u going to stream snip pls don’t brink it here cos ur ruining it for everyone,username@okSioikuiS,,,,,,
1083,24:39:00,Y'all better be glad I'm at a party right now,username@rsdsaa'ese,,,,,,
1084,24:39:00,I knew it,username@eoDmbnmnaa,,,,,,
1085,24:39:00,cory is a smooth criminal,username@CcCezCezes,1,,,,,
1086,24:40:00,#bancory,username@hnidihnjta,1,,,,,
1087,24:42:00,Nogla is always 3rd imposter or imposter,username@ ooe TeTro,,,,,,
1088,24:42:00,HEY BRI IS PRESTON WIFE,username@FsEEo REsR,,,,,,
1089,24:43:00,#bancory,username@hnidihnjta,1,,,,,
1090,24:44:00,hi,username@eeiiAiAdVV,,,,,,
1091,24:44:00,When they’re not,username@spJeshoJes,,,,,,
1092,24:46:00,Bruh rip Terroriser,username@ e water t,,,,,,
1093,24:48:00,YOU SHOULD PUT ON A HAT!!!,username@McePPet at,,,,,,
1094,24:49:00,Ban Cory,username@BDmBrio Dm,1,,,,,
1095,24:52:00,Hi,username@MMauIMmMru,,,,,,
1096,24:53:00,Are u guys gonna play Cold War zombies,username@ io onadvn,,,,,,
1097,24:56:00,@Jade's Harmonies chat isn't in slow mode so its a free for all rip,username@l eestlBss,1,,,,,1
1098,25:02:00,lag,username@igerrgetsr,,,,,,
1099,25:09:00,@jades harmonies your lucky,username@wOo o owol,,,,,,
1100,25:10:00,Hi brian,username@MMauIMmMru,,,,,,
1101,25:13:00,doot doot,username@uammikniYa,,,,,,
1102,25:15:00,@Cory Ng and we hope it’s your last now stop,username@JJeDe uJek,,,,,,
1103,25:16:00,CRIMINAL CRIMINAL CRIMINAL...,username@eeiiAiAdVV,,,,,,
1104,25:17:00,And just admitted to it. Smooth Cory.,username@CsseeeDi a,,,,,,
1105,25:18:00,"yay, switching to your stream instead of noglas, I hear the game more",username@rggCoeerim,,,,,,
1106,25:20:00,BAN CORY,username@raSycSyrra,1,,,,,
1107,25:22:00,streams do be kinda sheeksy doe,username@eeneBoBhJe,,,,,,
1108,25:23:00,aw poor del,username@cccccccccc,,,,,,
1109,25:27:00,can you talk to Preston for me,username@FsEEo REsR,,,,,,
1110,25:28:00,BAN CORY,username@raSycSyrra,1,,,,,
1111,25:30:00,hi,username@sggi   iis,,,,,,
1112,25:32:00,KNIFE EM ON THE INSTANT KILL😂,username@hnidihnjta,,,,,1,
1113,25:33:00,Its nogla again,username@eoDmbnmnaa,,,,,,
1114,25:33:00,WHEN I GET HOME. IT'S ON:_terroriserBan::_terroriserBan::_terroriserBan::_terroriserBan:,username@rsdsaa'ese,,,,,,
1115,25:34:00,Purple it’s purple,username@yoyyyhaaS,,,,,,
1116,25:36:00,damn beo,username@eeneBoBhJe,,,,,,
1117,25:36:00,YEP,username@McePPet at,,,,,,
1118,25:37:00,LOL,username@cccccccccc,,,,,,
1119,25:38:00,What’s with the number in the top left of the face cam?,username@JJJakkekkJ,,,,,,
1120,25:38:00,Ban Cory,username@BDmBrio Dm,1,,,,,
1121,25:39:00,rip brian,username@nBeaBsssra,,,,,,
1122,25:41:00,hello,username@edeRZeeeRZ,,,,,,
1123,25:42:00,lmao,username@Mgsur olsM,,,,,,
1124,25:42:00,BAN CORY,username@raSycSyrra,1,,,,,
1125,25:46:00,gg,username@軒葉葉軒軒葉昌軒葉昌,,,,,,
1126,25:47:00,hahahahaha,username@idlt biCoC,,,,,,
1127,25:47:00,hahaha,username@ bi G rnoo,,,,,,
1128,25:50:00,tell them it is not Preston bruh,username@FsEEo REsR,,,,,,
1129,25:51:00,hi,username@dudi'iundi,,,,,,
1130,25:54:00,lol,username@ bi G rnoo,,,,,,
1131,25:54:00,cheeze,username@noAaaihnom,,,,,,
1132,25:54:00,U always die first lmao,username@i-SSTifBTT,1,,,,,
1133,25:56:00,press f to pay respects to brian,username@nBeaBsssra,,,,,,
1134,25:57:00,Orange to,username@yoyyyhaaS,,,,,,
1135,25:58:00,pog,username@lYTYTAYAl,,,,,,
1136,26:01:00,quello che sta succedendo mi sono appena iscritto,username@tlaaaCNtti,,,,,,
1137,26:01:00,Ouch a swift death,username@spJeshoJes,,,,,,
1138,26:01:00,karma brian,username@my0aan9 n9,,,,,,
1139,26:03:00,its nogla as well,username@rrMieiMlei,,,,,,
1140,26:04:00,Are u guys gonna play Cold War zombies,username@ io onadvn,,,,,,
1141,26:07:00,Nogla’s imposter again,username@rr tsuCrus,,,,,,
1142,26:08:00,Hi!,username@t addznVne,,,,,,
1143,26:08:00,Hi there it is literally night time so can you stop,username@AIAL LAAAI,,,,,,
1144,26:09:00,i think he is,username@h nzhhahha,,,,,,
1145,26:10:00,F,username@hnidihnjta,,,,,,
1146,26:10:00,USE CODE MOO,username@uammikniYa,,,,,,
1147,26:10:00,F,username@hnidihnjta,,,,,,
1148,26:11:00,F,username@hnidihnjta,,,,,,
1149,26:13:00,he knows he just doesn't care because you got him killed last round,username@MMTeeJaTsa,,,,,,
1150,26:14:00,how karma?,username@eeneBoBhJe,,,,,,
1151,26:15:00,Any free editors here,username@GXGTGRGRTY,,,,,,
1152,26:15:00,Its nogla,username@McePPet at,,,,,,
1153,26:16:00,is nogla again,username@FArdueFFsF,,,,,,
1154,26:20:00,wow,username@MoM8r1 MMh,,,,,,
1155,26:20:00,Hi!,username@t addznVne,,,,,,
1156,26:21:00,"dam, being dead is lonely",username@cccccccccc,,,,,,
1157,26:23:00,hey my first time making it to a terroriser live,username@uilii Gccc,,,,,,
1158,26:24:00,it's nogla again,username@vEelnoxxia,,,,,,
1159,26:24:00,GO WATCH MINECRAFT LIVE,username@scfersfand,,,,,,
1160,26:24:00,BAN CORY BAN CORY,username@raSycSyrra,1,,,,,
1161,26:26:00,vote nogla!!,username@ bi G rnoo,,,,,,
1162,26:27:00,"Brian I was going to ask how do like playing a game that is sapose to be dead? Still love you Terroriser, may you have many kills an winning games. Much foolish love",username@teettDeeBo,,,,,,
1163,26:30:00,use code moo,username@fBfuretfk,,,,,,
1164,26:32:00,who did it?,username@lBloldl  o,,,,,,
1165,26:33:00,im,username@eeneBoBhJe,,,,,,
1166,26:35:00,Dont you open up that window,username@tEooblierb,,,,,,
1167,26:36:00,Someone sounds like vanoss a lil bit,username@nyrGootoGo,,,,,,
1168,26:37:00,:sanitizer:,username@RppGGe8eR6,,,,,,
1169,26:42:00,ok mantieni i tuoi segreti,username@tlaaaCNtti,,,,,,
1170,26:42:00,PRESTON!?,username@eMeemee iD,,,,,,
1171,26:42:00,angery piss,username@Knee ekrKe,,,,,,
1172,26:43:00,Everyone I would take me mods serious don’t spoil they can ban you,username@wOo o owol,,,,,,
1173,26:43:00,terrisor i subscribed your the best,username@edeRZeeeRZ,,,,,,
1174,26:45:00,!chair,username@meyrtroyoo,,,,,,
1175,26:45:00,u ded,username@neacnllcnn,,,,,,
1176,26:45:00,oh my gosh stop spoiling it,username@dasaddsnaa,,,,,,
1177,26:45:00,"hes gone, USE CODE MOO",username@cccccccccc,,,,,,
1178,26:46:00,Nogla,username@  ÎAVY KVR,,,,,,
1179,26:46:00,What’s with the number in the top left of face cam?,username@JJJakkekkJ,,,,,,
1180,26:47:00,It was vannoss,username@aiaxTyexRa,,,,,,
1181,26:47:00,ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER!,username@hNtttggNoh,,,,,,
1182,26:49:00,u ded,username@neacnllcnn,,,,,,
1183,26:49:00,It’s nogla and the person that killed him,username@oCCnnrnonr,,,,,,
1184,26:52:00,@Jade's Harmonies I would help report but I'm trying to ignore chat because every time I look over someone who's been looking at other streams says who the impostor is,username@l eestlBss,,,,,,
1185,26:52:00,-~-,username@t addznVne,,,,,,
1186,26:53:00,I think Cory’s gone. Don’t see them stream sniping anymore.,username@JJeDe uJek,,,,,,
1187,26:59:00,"lmao ""HOW DID HE NOT SEE""",username@CCCmnCnaoo,,,,,,
1188,27:00:00,:_terroriserCrown::_terroriserCrown::_terroriserCrown::_terroriserCrown::_terroriserCrown::_terroriserCrown::_terroriserCrown::_terroriserCrown:,username@MMrelyrirM,,,,,,
1189,27:02:00,Angry piss 😂,username@lBlBnBidnl,,,,,,
1190,27:04:00,VOTE TERRORISER FOR E-SPORTS AWARDS,username@uammikniYa,,,,,,
1191,27:04:00,!chair,username@meyrtroyoo,,,,,,
1192,27:04:00,who killed him?,username@lBloldl  o,,,,,,
1193,27:06:00,@Nightbot u are soo cool,username@neacnllcnn,,,,,,
1194,27:07:00,CHAIR,username@SlAtlguueA,,,,,,
1195,27:07:00,ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER!,username@hNtttggNoh,,,,,,
1196,27:07:00,/hide chat,username@CBbollBllB,,,,,,
1197,27:07:00,good,username@nBeaBsssra,,,,,,
