,time_text,message,author,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
1649,1:00:39,he cant read them all,username@iggsGesLaL,,,,,,
1650,1:00:40,"but the round had just started, how did he have it on cooldown",username@SiSdiuiiik,,,,,,
1651,1:00:42,too much,username@iggsGesLaL,,,,,,
1652,1:00:45,It’s 1 am,username@ yaziWy Wa,,,,,,
1653,1:00:52,there was no dead body or anything in the corridor to the right,username@SiSdiuiiik,,,,,,
1654,1:01:00,either that or i am blind lol,username@SiSdiuiiik,,,,,,
1655,1:01:24,Yo members only nice,username@rBNnrNnttN,,,,,,
1656,1:01:27,i think boomer killed before going into lab,username@or loelntP,,,,,,
1657,1:01:42,YO WE HIT 1000 DAMN,username@rBNnrNnttN,,,,,,
1658,1:01:46,IM LATE,username@rBNnrNnttN,,,,,,
1659,1:01:46,hey ! @ByronNotBrian,username@eylAKAl ey,,,,,,
1660,1:02:03,@Kelly A. hey how are yah,username@rBNnrNnttN,,,,,,
1661,1:02:05,Our Boi's got 1k YT Members! Way to simp it up everyone!,username@eg adeer e,,,,,,
1662,1:02:15,better late than never,username@___1111_5 ,,,,,,
1663,1:02:20,we are the best simps,username@y2ny2FyOO2,,,,,,
1664,1:02:31,"i aint no simp, i am just a shrimp",username@SiSdiuiiik,,,,,,
1665,1:02:35,Yaasssss!!!! Great job Brian,username@aehnfehnnd,,,,,,
1666,1:02:35,I'm good! hbu? :),username@eylAKAl ey,,,,,,
1667,1:02:38,Gottas simp for someone,username@rBNnrNnttN,,,,,,
1668,1:02:44,What'd I miss?,username@a2v998eFma,,,,,,
1669,1:02:51,and i am a smol snek,username@___1111_5 ,,,,,,
1670,1:02:58,Brian who killed you?,username@rBNnrNnttN,,,,,,
1671,1:03:10,@Kelly A. I'm doing good!,username@rBNnrNnttN,,,,,,
1672,1:03:11,a,username@SiSdiuiiik,,,,,,
1673,1:03:13,he got voted off,username@or loelntP,,,,,,
1674,1:03:17,Brian killed himself lmao,username@l eestlBss,,,,,,
1675,1:03:17,Primo Simps Unite!!!,username@eg adeer e,,,,,,
1676,1:03:20,He was the impostor,username@l eestlBss,,,,,,
1677,1:03:24,ahh ok lol,username@rBNnrNnttN,,,,,,
1678,1:03:53,i was right about cooldown,username@or loelntP,,,,,,
1679,1:04:17,then i am blind as heck lol,username@SiSdiuiiik,,,,,,
1680,1:04:59,we all have blind moments,username@or loelntP,,,,,,
1681,1:05:03,Got space for one more?,username@eg adeer e,,,,,,
1682,1:05:16,Bloody great,username@aiaxTyexRa,,,,,,
1683,1:05:17,Hi Brian! Hope you're doing well,username@ppliaiNNlN,,,,,,
1684,1:05:18,Lmao how many hours does Nogla have in this game at this point,username@l eestlBss,,,,,,
1685,1:05:20,love the layout brian,username@y2ny2FyOO2,,,,,,
1686,1:05:40,Gotta stay hydrated,username@rBNnrNnttN,,,,,,
1687,1:05:54,I’m still surprised you said my name right hahaha,username@aiaxTyexRa,,,,,,
1688,1:06:10,need a drink water emote..lol,username@uAusaya sl,,,,,,
1689,1:06:22,how do u tip via stream labs?? I usually donate alot but didn't know it all didn't go for him.. :/,username@shehesAwAw,,,,,,
1690,1:06:27,Was I the only one who saw a vodka bottle after he got voted off,username@ yaziWy Wa,,,,,,
1691,1:06:40,love the constant feud between nogla and Brian every game they play lol,username@___1111_5 ,,,,,,
1692,1:06:43,@Acehawks there's a link in the description to streamlabs! :),username@y2ny2FyOO2,,,,,,
1693,1:06:55,💦🍼,username@eylAKAl ey,,,,,,
1694,1:06:59,The streamlabs link is in the description,username@rBNnrNnttN,,,,,,
1695,1:07:03,thank yoh,username@shehesAwAw,,,,,,
1696,1:07:09,1010,username@aiaxTyexRa,,,,,,
1697,1:07:10,wow baby bottle comes up when searching for bottle haha,username@eylAKAl ey,,,,,,
1698,1:07:13,when in doubt lie your way out,username@or loelntP,,,,,,
1699,1:07:17,idk why I haven't ever subbed to you Brian lol you are just as fun as Lanai 🤣,username@opSCprpaCb,,,,,,
1700,1:07:27,1010 sponsors!!!! Yaaasssss !!!!!!! :_terroriserLove::_terroriserLove::_terroriserLove:,username@aehnfehnnd,,,,,,
1701,1:07:56,would be nice to see 1111,username@uAusaya sl,,,,,,
1702,1:08:08,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@zcteiuuiWW,,,,,,
1703,1:08:11,Thank you to all the new members!!:_terroriserLove::_terroriserLove:,username@y2ny2FyOO2,,,,,,
1704,1:08:20,super nice and humble and handsome hes just the greatest,username@l eestlBss,,,,,,
1705,1:08:27,no problem,username@NNRXi ERXi,,,,,,
1706,1:08:47,"""nIcE gUyS fInIsH lAsT""",username@rBNnrNnttN,,,,,,
1707,1:08:54,Fix the computer,username@aehnfehnnd,,,,,,
1708,1:08:57,:_terroriserSweat:,username@ yaziWy Wa,,,,,,
1709,1:08:58,We only see Brian lmao,username@seJesseJJJ,,,,,,
1710,1:09:01,:_terroriserCarry:,username@eylAKAl ey,,,,,,
1711,1:09:03,now time for you to die first round,username@or loelntP,,,,,,
1712,1:09:05,Silent Brian time,username@ yaziWy Wa,,,,,,
1713,1:09:10,As much as I love your face Brian where’s the game,username@l odelov e,,,,,,
1714,1:09:10,Wait are you getting off?,username@tosmacomcn,,,,,,
1715,1:09:11,:_terroriserFail::_terroriserFail::_terroriserFail::_terroriserFail:,username@y2ny2FyOO2,,,,,,
1716,1:09:13,screen,username@or loelntP,,,,,,
1717,1:09:16,We only see your face,username@aehnfehnnd,,,,,,
1718,1:09:16,Bring back silent brian,username@ yaziWy Wa,,,,,,
1719,1:09:17,Bri Bri:_terroriserCry:,username@uAusaya sl,,,,,,
1720,1:09:19,stream sniper lol,username@rBNnrNnttN,,,,,,
1721,1:09:26,Bring back silent Brian,username@ yaziWy Wa,,,,,,
1722,1:09:33,LOL,username@y2ny2FyOO2,,,,,,
1723,1:09:36,lmao,username@l eestlBss,,,,,,
1724,1:09:37,realisation,username@or loelntP,,,,,,
1725,1:09:39,well this is awkward,username@SiSdiuiiik,,,,,,
1726,1:09:41,Oof,username@rBNnrNnttN,,,,,,
1727,1:09:47,imposter,username@or loelntP,,,,,,
1728,1:09:48,lol,username@SiSdiuiiik,,,,,,
1729,1:09:54,As geniune as jacksepticeye,username@a2v998eFma,,,,,,
1730,1:10:05,That oh shit moment 😂😂😂😂😂,username@aehnfehnnd,,,,,,
1731,1:10:06,Brian start talking they'll sus you out right away,username@rBNnrNnttN,,,,,,
1732,1:10:08,"Want to join the TerrorFam? Become a member to my channel and get access to ""Member-Only Chat"" and the Terroriser Private Discord! https://www.youtube.com/channel/UCQio...",username@hNtttggNoh,,,,,,
1733,1:10:21,take care man,username@mooDossaDo,,,,,,
1734,1:11:41,I think this is my favourite map,username@y2ny2FyOO2,,,,,,
1735,1:11:58,"I like this nice quiet Brian, I can multitask finally",username@rBNnrNnttN,,,,,,
1736,1:12:05,lol,username@rBNnrNnttN,,,,,,
1737,1:12:20,Glad I decided to be a member. Brian is my favorite out of the group. Always makes me laugh.,username@ssasssmSss,,,,,,
1738,1:12:22,They've been targeted for termination,username@a2v998eFma,,,,,,
1739,1:12:28,Silent but Deadly Brian!,username@eg adeer e,,,,,,
1740,1:13:08,who else thought of that the wrong way? :p,username@uAusaya sl,,,,,,
1741,1:13:10,"Use Streamlabs to give 100% of your donation to Terroriser! SuperChats take out a portion, use this link instead --> https://streamlabs.com/terroriser/tip",username@hNtttggNoh,,,,,,
1742,1:13:27,Hi @Renegade Media Group I'm subscribed to your channel,username@a2v998eFma,,,,,,
1743,1:13:34,bruh,username@sheToTeAhh,,,,,,
1744,1:13:56,#Jaws,username@a2v998eFma,,,,,,
1745,1:14:11,Thank You @Fevermania289 ! Always appreciate it.,username@eg adeer e,,,,,,
1746,1:14:41,👍,username@a2v998eFma,,,,,,
1747,1:14:59,Be Patient Brian! All in due time.,username@eg adeer e,,,,,,
1748,1:15:36,"Well, that's one down",username@eg adeer e,,,,,,
1749,1:15:44,Hello people,username@e mMisleoa,,,,,,
1750,1:15:44,Cmon Brian!!!,username@eg adeer e,,,,,,
1751,1:16:54,There goes Aliyah!,username@eg adeer e,,,,,,
1752,1:16:57,The debate begins,username@a2v998eFma,,,,,,
1753,1:17:18,You misspelled guaranteed.,username@SDSaDmoCDa,,,,,,
1754,1:17:20,hello Rosie!,username@eylAKAl ey,,,,,,
1755,1:18:04,Oh hey Kelly,username@e mMisleoa,,,,,,
1756,1:18:17,No end to the debate. It'll be skipped,username@a2v998eFma,,,,,,
1757,1:18:21,it's me... I'm the imposter...,username@rs lTsloys,,,,,,
1758,1:18:40,nvm they voted,username@a2v998eFma,,,,,,
1759,1:18:51,hows you? :),username@eylAKAl ey,,,,,,
1760,1:19:04,Another down!,username@y2ny2FyOO2,,,,,,
1761,1:19:05,Good and you?,username@e mMisleoa,,,,,,
1762,1:19:41,Who's the target for termination? #Terminate,username@a2v998eFma,,,,,,
1763,1:19:41,kill someone Brian! lol,username@eylAKAl ey,,,,,,
1764,1:19:48,in doing good :),username@eylAKAl ey,,,,,,
1765,1:20:00,c'mon get that dub Brian!,username@y2ny2FyOO2,,,,,,
1766,1:20:09,Another one bites the dust! And Another one bites and another one bites,username@e mMisleoa,,,,,,
1767,1:21:19,This is crazy. there was no kills,username@a2v998eFma,,,,,,
1768,1:22:06,"Want to join the TerrorFam? Become a member to my channel and get access to ""Member-Only Chat"" and the Terroriser Private Discord! https://www.youtube.com/channel/UCQio...",username@hNtttggNoh,,,,,,
1769,1:22:38,that was close,username@e mMisleoa,,,,,,
1770,1:23:02,"I’m heading off, thanks guys, have a great rest of the day",username@aiaxTyexRa,,,,,,
1771,1:23:08,WOOOOO,username@y2ny2FyOO2,,,,,,
1772,1:23:10,GG,username@opSCprpaCb,,,,,,
1773,1:23:10,noice,username@e mMisleoa,,,,,,
1774,1:23:13,YESSSSS,username@y2ny2FyOO2,,,,,,
1775,1:23:13,GG,username@rBNnrNnttN,,,,,,
1776,1:23:14,he won imposter,username@or loelntP,,,,,,
1777,1:23:16,:_terroriserLove::_terroriserLove::_terroriserLove:,username@eylAKAl ey,,,,,,
1778,1:23:16,LETS GOOOOOOOOOOO,username@opSCprpaCb,,,,,,
1779,1:23:17,GG,username@aiaxTyexRa,,,,,,
1780,1:23:21,:_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG:,username@l eestlBss,,,,,,
1781,1:23:25,:_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG:,username@y2ny2FyOO2,,,,,,
1782,1:23:32,Omg. They were the imposters? WHAT?,username@a2v998eFma,,,,,,
1783,1:23:35,Holy Cow! Good Job Brian!!!,username@eg adeer e,,,,,,
1784,1:23:36,Silent Brian strikes again,username@rBNnrNnttN,,,,,,
1785,1:24:06,I lost hope for a min 😂😂,username@aehnfehnnd,,,,,,
1786,1:24:12,Gg,username@aehnfehnnd,,,,,,
1787,1:24:33,Belch from Brian!,username@eg adeer e,,,,,,
1788,1:24:51,"Alright, I'm going to get this game lol. What bundle should I get?",username@opSCprpaCb,,,,,,
1789,1:25:25,"Hey guys. 1,013 members! Nice😊👍🏾",username@rsdsaa'ese,,,,,,
1790,1:25:26,dead soon,username@or loelntP,,,,,,
1791,1:25:30,very punny,username@e mMisleoa,,,,,,
1792,1:25:39,"You can download it as an app for free, that's what I did",username@l eestlBss,,,,,,
1793,1:25:49,You did good Brain. You were the true silent killer!,username@eg adeer e,,,,,,
1794,1:26:01,Hi Jade!:_terroriserLove:so many new members!,username@y2ny2FyOO2,,,,,,
1795,1:26:19,Brian is sus,username@lirCpCayto,,,,,,
1796,1:26:23,I also just realized there's 20k watching holy feck,username@l eestlBss,,,,,,
1797,1:26:26,Are we at 1000 members yet?,username@e mMisleoa,,,,,,
1798,1:26:27,Hey Fynx:_terroriserLove: Right!,username@rsdsaa'ese,,,,,,
1799,1:26:48,yes rosie,username@or loelntP,,,,,,
1800,1:27:04,nice,username@e mMisleoa,,,,,,
1801,1:27:05,@Rosie Marshmallow Yup! the counter for members is on brians cam!,username@y2ny2FyOO2,,,,,,
1802,1:27:36,RIP to Brian Nogla is out for you,username@rBNnrNnttN,,,,,,
1803,1:27:37,oh yeah it is! I didn't notice that lol,username@e mMisleoa,,,,,,
1804,1:27:52,Since you won. Everyone's gonna be sus of you,username@eg adeer e,,,,,,
1805,1:28:02,YAY BRIANS ON!!!,username@ooottsteeo,,,,,,
1806,1:28:12,"Use Streamlabs to give 100% of your donation to Terroriser! SuperChats take out a portion, use this link instead --> https://streamlabs.com/terroriser/tip",username@hNtttggNoh,,,,,,
1807,1:28:16,20k Views right now!!!!,username@opSCprpaCb,,,,,,
1808,1:28:29,poggers,username@lirCpCayto,,,,,,
1809,1:29:03,I agree with the message above me,username@lirCpCayto,,,,,,
1810,1:29:08,Nogla's going full bloodhound right now,username@eg adeer e,,,,,,
1811,1:29:10,I haven’t seen u on twitch 😞,username@uesWeyWsWl,,,,,,
1812,1:29:33,oof lol,username@e mMisleoa,,,,,,
1813,1:29:34,Whats Brian's Discord?,username@opSCprpaCb,,,,,,
1814,1:29:38,Nogla's the killer. Get rid of him,username@a2v998eFma,,,,,,
1815,1:29:40,can we get to 2000 member's for brain right now,username@nFarlaoens,,,,,,
1816,1:29:51,!discord,username@rsdsaa'ese,,,,,,
1817,1:29:57,"YOU MUST DO THIS ON THE PC/MAC PROGRAM. In User Settings, go to Connections and connect your Youtube account. Wait up to 24 Hours. It will show up here. When it does, click Join.",username@hNtttggNoh,,,,,,
1818,1:30:11,Get duped,username@rBNnrNnttN,,,,,,
1819,1:31:26,I think it's Boomer,username@eg adeer e,,,,,,
1820,1:32:01,I vote for Boomer hands down,username@a2v998eFma,,,,,,
1821,1:32:05,Is Brian pulling a Third Imposter?,username@eg adeer e,,,,,,
1822,1:32:16,mau,username@or loelntP,,,,,,
1823,1:32:22,"Oh yeah, people make turnips into creepy lanterns on Halloween, right?",username@e mMisleoa,,,,,,
1824,1:32:32,"I like the Discord, it's neat",username@lirCpCayto,,,,,,
1825,1:32:35,boomer,username@or loelntP,,,,,,
1826,1:32:43,RIP,username@rBNnrNnttN,,,,,,
1827,1:32:49,Brian third imposter confirmed 😂,username@y2ny2FyOO2,,,,,,
1828,1:32:55,GG,username@rBNnrNnttN,,,,,,
1829,1:32:55,well rip 😆,username@l eestlBss,,,,,,
1830,1:33:05,brian 3rd,username@or loelntP,,,,,,
1831,1:33:08,😂😂,username@rsdsaa'ese,,,,,,
1832,1:33:09,Nice Job Brian!,username@eg adeer e,,,,,,
1833,1:33:18,WE CALLED IT! IT WAS BOOMER!,username@a2v998eFma,,,,,,
1834,1:33:21,yes @rosey,username@rs lTsloys,,,,,,
1835,1:33:29,This is not a good night😂,username@rsdsaa'ese,,,,,,
1836,1:33:35,*Rosie,username@rs lTsloys,,,,,,
1837,1:33:46,wow,username@nFarlaoens,,,,,,
1838,1:33:52,What have you done Brian?,username@a2v998eFma,,,,,,
1839,1:34:04,Get in the game Brian!,username@eg adeer e,,,,,,
1840,1:34:07,"Want to join the TerrorFam? Become a member to my channel and get access to ""Member-Only Chat"" and the Terroriser Private Discord! https://www.youtube.com/channel/UCQio...",username@hNtttggNoh,,,,,,
1841,1:34:44,Big dupe,username@rBNnrNnttN,,,,,,
1842,1:34:55,Get your game in the head!,username@lirCpCayto,,,,,,
1843,1:34:56,Big Brain,username@MxrEeroxMM,,,,,,
1844,1:35:16,Why? Why do you want to die early?,username@a2v998eFma,,,,,,
1845,1:35:31,dont worry brian your still very good at this game,username@ooottsteeo,,,,,,
1846,1:35:37,NO NOT GRIMACE!,username@rs lTsloys,,,,,,
1847,1:35:42,Guys I think Boomer is the impostor again!,username@lirCpCayto,,,,,,
1848,1:35:46,Brian's feeling bad about the last game.,username@eg adeer e,,,,,,
1849,1:36:03,Bet 20 its mau now,username@rBNnrNnttN,,,,,,
1850,1:36:09,Aliyah is quiet.. sus,username@eylAKAl ey,,,,,,
1851,1:36:34,i need to get this game,username@nFarlaoens,,,,,,
1852,1:36:34,they are all sus,username@thehursaha,,,,,,
1853,1:36:50,"Yes you do, Dylan",username@lirCpCayto,,,,,,
1854,1:36:58,The Boys from down under are having a tiff.,username@eg adeer e,,,,,,
1855,1:37:15,they blewin,username@y2ny2FyOO2,,,,,,
1856,1:37:29,It’s ok man I stupidly killed and didn’t even realize where I was and got caught,username@uesWeyWsWl,,,,,,
1857,1:37:31,Sladezz don't you dare,username@lirCpCayto,,,,,,
1858,1:38:08,Don't be spamming the answers,username@rsdsaa'ese,,,,,,
1859,1:38:12,How does one get to the discord...?,username@rs lTsloys,,,,,,
1860,1:38:19,"If it makes anyone feel better about their skill in this game, I vented in front of 3 people once",username@lirCpCayto,,,,,,
1861,1:38:20,see Brian get voted offf for finding bodies lol,username@e mMisleoa,,,,,,
1862,1:38:23,!discord,username@y2ny2FyOO2,,,,,,
1863,1:38:24,!discord,username@lirCpCayto,,,,,,
1864,1:38:25,"YOU MUST DO THIS ON THE PC/MAC PROGRAM. In User Settings, go to Connections and connect your Youtube account. Wait up to 24 Hours. It will show up here. When it does, click Join.",username@hNtttggNoh,,,,,,
1865,1:38:30,!discord,username@rsdsaa'ese,,,,,,
1866,1:38:34,"YOU MUST DO THIS ON THE PC/MAC PROGRAM. In User Settings, go to Connections and connect your Youtube account. Wait up to 24 Hours. It will show up here. When it does, click Join.",username@hNtttggNoh,,,,,,
1867,1:38:44,Seems chumpy,username@rBNnrNnttN,,,,,,
1868,1:38:45,!discord,username@eg adeer e,,,,,,
1869,1:38:54,heard,username@rs lTsloys,,,,,,
1870,1:39:01,thanks guys,username@rs lTsloys,,,,,,
1871,1:39:06,!discord,username@e mMisleoa,,,,,,
1872,1:39:08,"YOU MUST DO THIS ON THE PC/MAC PROGRAM. In User Settings, go to Connections and connect your Youtube account. Wait up to 24 Hours. It will show up here. When it does, click Join.",username@hNtttggNoh,,,,,,
1873,1:39:51,worst map,username@thehursaha,,,,,,
1874,1:41:07,Brian being framed for real,username@lirCpCayto,,,,,,
1875,1:41:09,Is someone trying to set Brian up?,username@e mMisleoa,,,,,,
1876,1:41:29,For real lol 3 bodies,username@opSCprpaCb,,,,,,
1877,1:41:36,I started playing this game because of this man,username@  geno  t ,,,,,,
1878,1:41:56,watch it be Nogla,username@  geno  t ,,,,,,
1879,1:41:57,They're trying sooo hard to frame Brian!,username@eg adeer e,,,,,,
1880,1:42:10,Don't think it's Nogla.,username@eg adeer e,,,,,,
1881,1:42:15,"Nogla is very sus, he votes for someone every round",username@lirCpCayto,,,,,,
1882,1:42:24,I'm still thinking mau,username@rBNnrNnttN,,,,,,
1883,1:42:27,I say vote Nogla,username@opSCprpaCb,,,,,,
1884,1:42:28,I feel like Aaliyah is being very quiet,username@l eestlBss,,,,,,
1885,1:42:28,super sjs,username@  geno  t ,,,,,,
1886,1:42:37,Either Nogla or Noah imo,username@lirCpCayto,,,,,,
1887,1:42:38,It's Nogla,username@e mMisleoa,,,,,,
1888,1:42:43,Aliyah and Noah... has to be,username@eg adeer e,,,,,,
1889,1:42:46,Hello Brain,username@gRLr grhA ,,,,,,
1890,1:43:10,"Use Streamlabs to give 100% of your donation to Terroriser! SuperChats take out a portion, use this link instead --> https://streamlabs.com/terroriser/tip",username@hNtttggNoh,,,,,,
1891,1:43:18,@Coltiplayer he always votes for someone as soon as the screen comes up,username@lliiliiis ,,,,,,
1892,1:43:37,figures,username@lirCpCayto,,,,,,
1893,1:43:44,NOGLA,username@  geno  t ,,,,,,
1894,1:43:47,Oof,username@rBNnrNnttN,,,,,,
1895,1:44:36,not nogla or lazar,username@ireoBuiAro,,,,,,
1896,1:45:10,whose been the most quiet?,username@e mMisleoa,,,,,,
1897,1:45:17,Thank you to all the new members! Hope you're enjoying the stream!:_terroriserLove:,username@y2ny2FyOO2,,,,,,
1898,1:45:29,From brian's pov he's clueless,username@rBNnrNnttN,,,,,,
1899,1:45:37,Brians about to loose it....,username@rs lTsloys,,,,,,
1900,1:46:04,hey peeps,username@M nrlad ai,,,,,,
1901,1:46:05,oh it's not Aliyah,username@eylAKAl ey,,,,,,
1902,1:46:06,He's just left out in the open to die from these guys lol,username@rBNnrNnttN,,,,,,
1903,1:46:07,"Want to join the TerrorFam? Become a member to my channel and get access to ""Member-Only Chat"" and the Terroriser Private Discord! https://www.youtube.com/channel/UCQio...",username@hNtttggNoh,,,,,,
1904,1:46:32,:_terroriserBlueCoin::_terroriserBlueCoin:,username@isLouidauj,,,,,,
1905,1:46:57,I can almost feel the veins in his neck about to burst from here,username@lliiliiis ,,,,,,
1906,1:47:03,I just noticed the new emotes. Nice😂👍🏾,username@rsdsaa'ese,,,,,,
1907,1:47:10,nooooo,username@rs lTsloys,,,,,,
1908,1:47:12,:_terroriserLeo::_terroriserLeo:,username@M nrlad ai,,,,,,
1909,1:47:39,It was Lannan,username@eg adeer e,,,,,,
1910,1:47:40,There's also a chance that Brian's still tired from yesterday's 7hr stream lol,username@e mMisleoa,,,,,,
1911,1:47:51,Wanna buy some death stix? Anyone???,username@rs lTsloys,,,,,,
1912,1:48:07,was studying anatomy then thought i should drop by. lover your stream,username@GTtyttyayT,,,,,,
1913,1:48:37,Lannan is the Imposter,username@eg adeer e,,,,,,
1914,1:48:42,LOL,username@lirCpCayto,,,,,,
1915,1:48:44,oh shhh,username@e mMisleoa,,,,,,
1916,1:48:45,NNNNNOOOOO,username@rs lTsloys,,,,,,
1917,1:48:51,HA,username@rBNnrNnttN,,,,,,
1918,1:48:56,I KNEW IT,username@rBNnrNnttN,,,,,,
1919,1:48:59,😂😂😂,username@rsdsaa'ese,,,,,,
1920,1:48:59,damn lol,username@xNxxyNyyNN,,,,,,
1921,1:49:00,holy,username@軒葉葉軒軒葉昌軒葉昌,,,,,,
1922,1:49:00,oml omg,username@nFarlaoens,,,,,,
1923,1:49:06,Wow... I didn't suspect a thing,username@eg adeer e,,,,,,
1924,1:49:12,Alright let's go,username@lirCpCayto,,,,,,
1925,1:49:23,Wait Noah wasn't it?,username@lirCpCayto,,,,,,
1926,1:49:25,:_terroriserFire:,username@uesWeyWsWl,,,,,,
1927,1:49:27,How's everyone's day?,username@rs lTsloys,,,,,,
1928,1:49:38,it was Aliyah and Mau WAT,username@y2ny2FyOO2,,,,,,
1929,1:49:48,I knew it was Aliyah,username@l eestlBss,,,,,,
1930,1:49:51,I don't even know what happened,username@a2v998eFma,,,,,,
1931,1:50:02,:_terroriserFail:,username@ irhrPirPc,,,,,,
1932,1:50:04,Aliyah is a good imposter,username@eg adeer e,,,,,,
1933,1:50:17,how did she die ? was she voted off ?,username@eylAKAl ey,,,,,,
1934,1:50:21,:_terroriserFire:,username@a2v998eFma,,,,,,
1935,1:50:23,Aliyah and Mau just know that they don't need to do much to convince a bunch of yelling people to vote another person off 😆,username@lirCpCayto,,,,,,
1936,1:50:28,"Brian, you ok? 😆",username@e mMisleoa,,,,,,
1937,1:50:29,Is it open playing with him or invite only?,username@opSCprpaCb,,,,,,
1938,1:50:32,yeah they voted her off,username@l eestlBss,,,,,,
1939,1:50:34,Noah and Lazar was so suspicious you are not a dumbass brian,username@thehursaha,,,,,,
1940,1:50:44,Where's the terminator when you need him?,username@a2v998eFma,,,,,,
1941,1:50:58,hey Brian .. DooodaVoice,username@eylAKAl ey,,,,,,
1942,1:51:19,Shame,username@rBNnrNnttN,,,,,,
1943,1:51:38,I wish I had a pc. I feel like it's more fun than the mobile game and that I'm missing out...,username@rs lTsloys,,,,,,
1944,1:52:15,#TheTerminator,username@a2v998eFma,,,,,,
1945,1:52:23,its about the same on pc and mobile,username@M nrlad ai,,,,,,
1946,1:52:46,More like your guardian angel Brian,username@a2v998eFma,,,,,,
1947,1:53:27,Oh boy 😆,username@l eestlBss,,,,,,
1948,1:53:32,Mau gonna carry this...maybe 🌝,username@lirCpCayto,,,,,,
1949,1:53:33,You got this,username@rs lTsloys,,,,,,
1950,1:53:36,You got this Brian,username@rBNnrNnttN,,,,,,
1951,1:53:39,here we go boys,username@y2ny2FyOO2,,,,,,
1952,1:53:40,Are you doing sub games at all or just close friends?,username@opSCprpaCb,,,,,,
1953,1:53:44,the silent fuuuuuck 😂😂😂,username@M nrlad ai,,,,,,
1954,1:54:21,#silentbrian,username@M nrlad ai,,,,,,
1955,1:54:34,"Omg. Brian's the imposter. He didn't want to be as fate would have it, he's the terminator for a reason: To terminate",username@a2v998eFma,,,,,,
1956,1:54:42,RIP,username@rBNnrNnttN,,,,,,
1957,1:54:52,Does fresh know?,username@lirCpCayto,,,,,,
1958,1:55:02,"Forgot to add ""but""",username@a2v998eFma,,,,,,
1959,1:55:17,I don't think Fresh saw!,username@y2ny2FyOO2,,,,,,
1960,1:55:36,omg my blood pressure from just viewing this,username@lirCpCayto,,,,,,
1961,1:55:41,big brain nogla oof,username@M nrlad ai,,,,,,
1962,1:56:02,did it seem like Fresh saw Bri Bri?,username@uAusaya sl,,,,,,
1963,1:56:04,Is nogla trying to be a detective?,username@a2v998eFma,,,,,,
1964,1:56:16,LUL,username@opSCprpaCb,,,,,,
1965,1:56:22,but he is right... haha,username@M nrlad ai,,,,,,
1966,1:56:27,nogla's definitely stupid,username@a2v998eFma,,,,,,
1967,1:56:58,Nogla has the brain fish of a memory guys,username@lirCpCayto,,,,,,
1968,1:57:05,Fresh definitely didn't see then,username@l eestlBss,,,,,,
1969,1:57:29,lol yall are funny. he is right though. it is mau,username@M nrlad ai,,,,,,
1970,1:57:31,this is great watching fellow Aussies play this. can't believe they haven't dropped the c**t bomb lmao,username@y2ny2FyOO2,,,,,,
1971,1:57:37,Gotta gun for Nogla now lol,username@rBNnrNnttN,,,,,,
1972,1:58:16,"Use Streamlabs to give 100% of your donation to Terroriser! SuperChats take out a portion, use this link instead --> https://streamlabs.com/terroriser/tip",username@hNtttggNoh,,,,,,
1973,1:58:19,@H2OFynx It'll probably happen lol,username@e mMisleoa,,,,,,
1974,1:58:26,DOUBLE FTW,username@lirCpCayto,,,,,,
1975,1:58:37,WOWZA,username@rBNnrNnttN,,,,,,
1976,1:58:38,Termination complete,username@a2v998eFma,,,,,,
1977,1:58:39,OMG this is great,username@opSCprpaCb,,,,,,
1978,1:58:48,HOW,username@eylAKAl ey,,,,,,
1979,1:58:50,HAHA Nogla knows FOE SURE,username@y2ny2FyOO2,,,,,,
1980,1:58:51,GG this one is over,username@rBNnrNnttN,,,,,,
1981,1:58:52,YESSS,username@lirCpCayto,,,,,,
1982,1:58:56,LETS GO!!!!,username@opSCprpaCb,,,,,,
1983,1:59:05,WOW😂,username@rsdsaa'ese,,,,,,
1984,1:59:12,"Want to join the TerrorFam? Become a member to my channel and get access to ""Member-Only Chat"" and the Terroriser Private Discord! https://www.youtube.com/channel/UCQio...",username@hNtttggNoh,,,,,,
1985,1:59:13,Terroriser and Mau!!,username@lirCpCayto,,,,,,
1986,1:59:15,:_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG:,username@l eestlBss,,,,,,
1987,1:59:15,Judgement Day has come,username@a2v998eFma,,,,,,
1988,1:59:16,:_terroriserGGG::_terroriserGGG::_terroriserGGG:,username@y2ny2FyOO2,,,,,,
1989,1:59:19,that's funny,username@M nrlad ai,,,,,,
1990,1:59:30,:_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG:,username@rsdsaa'ese,,,,,,
1991,1:59:36,:_terroriserGGG::_terroriserGGG::_terroriserGGG:,username@opSCprpaCb,,,,,,
1992,1:59:39,content! lol,username@eylAKAl ey,,,,,,
1993,1:59:46,Revenge,username@thehursaha,,,,,,
