,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,None
330,BOOMER BOOOOOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
331,:_Think:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
332,less goooooooooooooooo,0.0,0.0,0.0,0.0,0.0,0.0,1.0
333,:_Spit::_Spit::_Spit:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
334,yayayayayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
335,AM I A BOOMER BOOM!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
336,Raul,0.0,0.0,0.0,0.0,0.0,0.0,1.0
337,yahh,0.0,0.0,0.0,0.0,0.0,0.0,1.0
338,Ya-ya YAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
339,:_Yaya::_Yaya::_Yaya:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
340,Zondag -> Looks like you're last years model. [stop spamming caps] [warning],0.0,0.0,0.0,0.0,0.0,0.0,1.0
341,:elbowcough::elbowcough::elbowcough::elbowcough:yayayayaya yayayayaya:elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
342,BOOOOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
343,Im a boomer?? Boommm,0.0,0.0,0.0,0.0,0.0,0.0,1.0
344,.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
345,yayayayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
346,"Doc, s Video Gaming 🌍🌍",0.0,0.0,0.0,0.0,0.0,0.0,1.0
347,yayayayayayayayay,0.0,0.0,0.0,0.0,0.0,0.0,1.0
348,Rauuuuulllll,0.0,0.0,0.0,0.0,0.0,0.0,1.0
349,YAYAYAYAYAYAYAYAYAYAYAY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
350,CIAO Dall ' ITALIAAAAA......YU. ARE BIG....:washhands::goodvibes::goodvibes::goodvibes::goodvibes::goodvibes:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
351,BOOOOOOOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
352,I'm on 1080,0.0,0.0,0.0,0.0,0.0,0.0,1.0
353,SLICE EM UP :_Mrs::_Mrs::_Mrs::_Mrs:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
354,booom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
355,am I a boomer booooomm.....,0.0,0.0,0.0,0.0,0.0,0.0,1.0
356,uayayayayayayayayayayay,0.0,0.0,0.0,0.0,0.0,0.0,1.0
357,.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
358,:_Warcry:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
359,We are the biggest no matter what!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
360,Booooom :_Pudge:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
361,YA YA YA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
362,Boom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
363,BOOOOOM!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
364,YAYAYAYAYAYAYAYAYAYAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
365,YAYAYYAYAYAA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
366,HURRY TF UP I JUST WANNA SEE SOME BO2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
367,dr disinfect,0.0,0.0,0.0,0.0,0.0,0.0,1.0
368,BOOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
369,Lay'em Down,0.0,0.0,0.0,0.0,0.0,0.0,1.0
370,BOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
371,GET HIM OUT,0.0,0.0,0.0,0.0,0.0,0.0,1.0
372,boom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
373,BOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
374,ghost gro,0.0,0.0,0.0,0.0,0.0,0.0,1.0
375,YAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
376,BOOM.🔥,0.0,0.0,0.0,0.0,0.0,0.0,1.0
377,:_Bless::_Bless::_Bless:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
378,BOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
379,BOOOOOM!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
380,BOOOOM!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
381,💥 💥 boom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
382,BOOM :_Warcry:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
383,:_Warcry::_Warcry::_Warcry:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
384,hey just notice i can talk 😆,0.0,0.0,0.0,0.0,0.0,0.0,1.0
385,yayayayayayaaa...,0.0,0.0,0.0,0.0,0.0,0.0,1.0
386,come on !,0.0,0.0,0.0,0.0,0.0,0.0,1.0
387,BOOMB,0.0,0.0,0.0,0.0,0.0,0.0,1.0
388,AM I A BOOME,0.0,0.0,0.0,0.0,0.0,0.0,1.0
389,BOOOMMMM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
390,BOOOOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
391,booooooom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
392,BOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
393,boooooommm,0.0,0.0,0.0,0.0,0.0,0.0,1.0
394,yahh yahh yahh yahh yahh,0.0,0.0,0.0,0.0,0.0,0.0,1.0
395,BOOOOOOMMM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
396,:_Buffer1::_Giggles::_Buffer2:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
397,:_Buffer1::_Buffer1::_Buffer1:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
398,BOOMMER,0.0,0.0,0.0,0.0,0.0,0.0,1.0
399,SIMPS LOVE DOC,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400,Pubg with vznz and Halifax,0.0,0.0,0.0,0.0,0.0,0.0,1.0
401,NO LOOK,0.0,0.0,0.0,0.0,0.0,0.0,1.0
402,BOOOOOOOM!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
403,Booom!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
404,SIMPS LOVE DOC,0.0,0.0,0.0,0.0,0.0,0.0,1.0
405,Let's win DOC!!!! Yayayayayayayay,0.0,0.0,0.0,0.0,0.0,0.0,1.0
406,:_Warcry: bom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
407,WOOOAAAH,0.0,0.0,0.0,0.0,0.0,0.0,1.0
408,BOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
409,yayayayayay,0.0,0.0,0.0,0.0,0.0,0.0,1.0
410,BOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
411,Am I a BOOMER BOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
412,ghost grim reaper in warzone,0.0,0.0,0.0,0.0,0.0,0.0,1.0
413,DOC FANS = CHUBBY 8 YEAR OLDS 😂😂,0.0,0.0,0.0,0.0,0.0,0.0,1.0
414,BOOM 💥🤟💀,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415,BOOOM ],0.0,0.0,0.0,0.0,0.0,0.0,1.0
416,BOOK BOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
417,WE WANT ROBO DOC BACK!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
418,BOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
419,hahahahhahahha,0.0,0.0,0.0,0.0,0.0,0.0,1.0
420,hey that was me Johnny boi,0.0,0.0,0.0,0.0,0.0,0.0,1.0
421,BOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
422,booooooom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
423,boom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
424,360 🥺🥺,0.0,0.0,0.0,0.0,0.0,0.0,1.0
425,Get em outta here,0.0,0.0,0.0,0.0,0.0,0.0,1.0
426,BOOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
427,YADAMEAN,0.0,0.0,0.0,0.0,0.0,0.0,1.0
428,:_Spit:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
429,boom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
430,shaddup BEN,0.0,0.0,0.0,0.0,0.0,0.0,1.0
431,RAUUUUUL,0.0,0.0,0.0,0.0,0.0,0.0,1.0
432,WOAH,0.0,0.0,0.0,0.0,0.0,0.0,1.0
433,WOOOOAAAH,0.0,0.0,0.0,0.0,0.0,0.0,1.0
434,NOBODY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
435,BOOMER BOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
436,Get em Doc!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
437,BurnLootMurder✊🏾,0.0,0.0,0.0,0.0,0.0,0.0,1.0
438,SLICING EM UP!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
439,YAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
440,:_Spit:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
441,yoyoyoyo,0.0,0.0,0.0,0.0,0.0,0.0,1.0
442,Boomaye,0.0,0.0,0.0,0.0,0.0,0.0,1.0
443,250k intro into the 450k intro,0.0,0.0,0.0,0.0,0.0,0.0,1.0
444,BOOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
445,BOOOOOOOOOMMMERRRR,0.0,0.0,0.0,0.0,0.0,0.0,1.0
446,BOOOOOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
447,BOOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
448,TIPPYTY TOP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
449,Booom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
450,BOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
451,boomer,0.0,0.0,0.0,0.0,0.0,0.0,1.0
452,LETS GO CHAMPS,0.0,0.0,0.0,0.0,0.0,0.0,1.0
453,:_Spit:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
454,YAYAYAYAYAYAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
455,TRICKLE IN CRY BABYS,0.0,0.0,0.0,0.0,0.0,0.0,1.0
456,Ya ya ya. Ya ya. Ya ya.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
457,booom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
458,BOOOOOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
459,Booooom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
460,BOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
461,boom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
462,BOOOOOOOMER,0.0,0.0,0.0,0.0,0.0,0.0,1.0
463,20k not 20m in arena🤣,0.0,0.0,0.0,0.0,0.0,0.0,1.0
464,YOU AINT GOT THE GUTS,0.0,0.0,0.0,0.0,0.0,0.0,1.0
465,POGGERS,0.0,0.0,0.0,0.0,0.0,0.0,1.0
466,:_Spit:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
467,daaammmmmm,0.0,0.0,0.0,0.0,0.0,0.0,1.0
468,:_Mrs::_Mrs::_Mrs:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
469,BOOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
470,😭😭😭😭😭😭,0.0,0.0,0.0,0.0,0.0,0.0,1.0
471,YOOOOO,0.0,0.0,0.0,0.0,0.0,0.0,1.0
472,Wooooooooow,0.0,0.0,0.0,0.0,0.0,0.0,1.0
473,AYAYAYAYAYYAYYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
474,:_Snooze:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
475,Yayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
476,best into ever lol,0.0,0.0,0.0,0.0,0.0,0.0,1.0
477,the boomer,0.0,0.0,0.0,0.0,0.0,0.0,1.0
478,:_Buffer1::_Pumpkin::_Buffer2:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
479,2X,0.0,0.0,0.0,0.0,0.0,0.0,1.0
480,lets gooo baby!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
481,20k not 20m in arena🤣,0.0,0.0,0.0,0.0,0.0,0.0,1.0
482,Dooc,0.0,0.0,0.0,0.0,0.0,0.0,1.0
483,lol,0.0,0.0,0.0,0.0,0.0,0.0,1.0
484,BOOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
485,SLICIN EM UP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
486,ayayayayayayaya!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
487,haaaaaaaaaaaaaaaaa,0.0,0.0,0.0,0.0,0.0,0.0,1.0
488,Doc!!! Oh yeaaa,0.0,0.0,0.0,0.0,0.0,0.0,1.0
489,Angela?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
490,✌️,0.0,0.0,0.0,0.0,0.0,0.0,1.0
491,hahaaa!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
492,SAY IT DOC,0.0,0.0,0.0,0.0,0.0,0.0,1.0
493,BOOOOOOOOOm,0.0,0.0,0.0,0.0,0.0,0.0,1.0
494,lol,0.0,0.0,0.0,0.0,0.0,0.0,1.0
495,movie trailer,0.0,0.0,0.0,0.0,0.0,0.0,1.0
496,my wooooooorrrllllddd,0.0,0.0,0.0,0.0,0.0,0.0,1.0
497,:_Better::_Better::_Better:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
498,Ahhhhhhhhhhh,0.0,0.0,0.0,0.0,0.0,0.0,1.0
499,The two time,0.0,0.0,0.0,0.0,0.0,0.0,1.0
500,YAYAYAYAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
501,angelical voiceeeeeeeeeee,0.0,0.0,0.0,0.0,0.0,0.0,1.0
502,Trickle in trickle in CC !!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
503,Tippity top!!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
504,:_Handshake::_Handshake::_Handshake::_Handshake::_Handshake:Just in time!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
505,POG,0.0,0.0,0.0,0.0,0.0,0.0,1.0
506,YAYAYAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
507,so much hype,0.0,0.0,0.0,0.0,0.0,0.0,1.0
508,Voice of an angel,0.0,0.0,0.0,0.0,0.0,0.0,1.0
509,WRONG,0.0,0.0,0.0,0.0,0.0,0.0,1.0
510,Baby baby baby baby,0.0,0.0,0.0,0.0,0.0,0.0,1.0
511,[ NO AUTOTUNE ],0.0,0.0,0.0,0.0,0.0,0.0,1.0
512,MORE POWEE,0.0,0.0,0.0,0.0,0.0,0.0,1.0
513,TIPITY TOP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
514,:_Yaya::_Yaya::_Yaya:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
515,I hear angel voices,0.0,0.0,0.0,0.0,0.0,0.0,1.0
516,YAAA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
517,DR.... WERE HERE,0.0,0.0,0.0,0.0,0.0,0.0,1.0
518,Let’s go,0.0,0.0,0.0,0.0,0.0,0.0,1.0
519,RAUUUULLLLLL,0.0,0.0,0.0,0.0,0.0,0.0,1.0
520,wooooooo hes clean!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
521,RAUL,0.0,0.0,0.0,0.0,0.0,0.0,1.0
522,Hahahahahahahha,0.0,0.0,0.0,0.0,0.0,0.0,1.0
523,TIPPITY TOP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
524,Lets go DOC!!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
525,AM I A BOOMER BOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
526,run baby,0.0,0.0,0.0,0.0,0.0,0.0,1.0
527,RAULRAULRAUL,0.0,0.0,0.0,0.0,0.0,0.0,1.0
528,:_Snooze::_Snooze::_Snooze:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
529,you not even close,0.0,0.0,0.0,0.0,0.0,0.0,1.0
530,best of luck to Doc and the troops in the tournament.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
531,You're not even close,0.0,0.0,0.0,0.0,0.0,0.0,1.0
532,22m in the arena,0.0,0.0,0.0,0.0,0.0,0.0,1.0
533,you're not even close,0.0,0.0,0.0,0.0,0.0,0.0,1.0
534,2x,0.0,0.0,0.0,0.0,0.0,0.0,1.0
535,Goat,0.0,0.0,0.0,0.0,0.0,0.0,1.0
536,ANGEL VOICE,0.0,0.0,0.0,0.0,0.0,0.0,1.0
537,Let’s go,0.0,0.0,0.0,0.0,0.0,0.0,1.0
538,:buffering::buffering::buffering:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
539,Freddie Mercury vocals,0.0,0.0,0.0,0.0,0.0,0.0,1.0
540,not even close,0.0,0.0,0.0,0.0,0.0,0.0,1.0
541,My woooorld,0.0,0.0,0.0,0.0,0.0,0.0,1.0
542,Sing it doc !!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
543,Hi,0.0,0.0,0.0,0.0,0.0,0.0,1.0
544,:elbowcough::elbowcough::elbowcough:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
545,Doc in the backround.🤣🤣🤣,0.0,0.0,0.0,0.0,0.0,0.0,1.0
546,Yo black ops 2?!??,0.0,0.0,0.0,0.0,0.0,0.0,1.0
547,Tippity too baby,0.0,0.0,0.0,0.0,0.0,0.0,1.0
548,WRONG,0.0,0.0,0.0,0.0,0.0,0.0,1.0
549,NO AUTOTUNE,0.0,0.0,0.0,0.0,0.0,0.0,1.0
550,not auto tune,0.0,0.0,0.0,0.0,0.0,0.0,1.0
551,OK BOOMER BOOOOOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
552,This intro is something else lol,0.0,0.0,0.0,0.0,0.0,0.0,1.0
553,YAYAYAYAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
554,:_Yaya::_Yaya::_Yaya:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
555,ANGELS,0.0,0.0,0.0,0.0,0.0,0.0,1.0
556,YAYAYAYAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
557,SIIINGGG ITTTTTT,0.0,0.0,0.0,0.0,0.0,0.0,1.0
558,SING SING SING,0.0,0.0,0.0,0.0,0.0,0.0,1.0
559,YAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
560,champoiioons club,0.0,0.0,0.0,0.0,0.0,0.0,1.0
561,:_Buffer1::_Warcry::_Buffer2:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
562,BOOOOOOM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
563,thanks for live chat,0.0,0.0,0.0,0.0,0.0,0.0,1.0
564,Yayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
565,YAYAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
566,NO ONE EVEN CLOSE,0.0,0.0,0.0,0.0,0.0,0.0,1.0
567,amanakodem from holland,0.0,0.0,0.0,0.0,0.0,0.0,1.0
568,DOC we need a epic elevator scene in the arena,0.0,0.0,0.0,0.0,0.0,0.0,1.0
569,tippty too\,0.0,0.0,0.0,0.0,0.0,0.0,1.0
570,Bo2???????????,0.0,0.0,0.0,0.0,0.0,0.0,1.0
571,YAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
572,doc 2k dono,0.0,0.0,0.0,0.0,0.0,0.0,1.0
573,NO one does it better,0.0,0.0,0.0,0.0,0.0,0.0,1.0
574,I miss black ops,0.0,0.0,0.0,0.0,0.0,0.0,1.0
575,hey,0.0,0.0,0.0,0.0,0.0,0.0,1.0
576,YAYAYYAAYYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
577,LEGEND,0.0,0.0,0.0,0.0,0.0,0.0,1.0
578,yayayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
579,Whens this overlay pack droppin,0.0,0.0,0.0,0.0,0.0,0.0,1.0
580,". M. -> Yeah, piece of cake! [stop spamming caps] [warning]",0.0,0.0,0.0,0.0,0.0,0.0,1.0
581,yayayay,0.0,0.0,0.0,0.0,0.0,0.0,1.0
582,:_Buffer1::_Snooze:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
583,ya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
584,WOOOOOO,0.0,0.0,0.0,0.0,0.0,0.0,1.0
585,HIS WOOOOOOOOORLD!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
586,boom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
587,YAYAYA YAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
588,let's go,0.0,0.0,0.0,0.0,0.0,0.0,1.0
589,WRONG,0.0,0.0,0.0,0.0,0.0,0.0,1.0
590,noobs,1.0,0.0,0.0,0.0,0.0,0.0,0.0
591,You are the bottom;;; now let’s gooo!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
592,Best intro in the game,0.0,0.0,0.0,0.0,0.0,0.0,1.0
593,ya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
594,HAHAHAHAHAHAHAHAAAAA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
595,🙂,0.0,0.0,0.0,0.0,0.0,0.0,1.0
596,Lol,0.0,0.0,0.0,0.0,0.0,0.0,1.0
597,ya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
598,IT WAS ONLY A MATTER OF TIME DOC :_Pudge::_Pudge::_Pudge::_Pudge:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
599,YAYAYAYAYYYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
600,CLICK IT,0.0,0.0,0.0,0.0,0.0,0.0,1.0
601,YAYAYAYAYYAA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
602,Booooomer,0.0,0.0,0.0,0.0,0.0,0.0,1.0
603,bow down to the king,0.0,0.0,0.0,0.0,0.0,0.0,1.0
604,...,0.0,0.0,0.0,0.0,0.0,0.0,1.0
605,YAYAYAYAYAYAYAAAAA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
606,YAYAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
607,WHOHOOOO,0.0,0.0,0.0,0.0,0.0,0.0,1.0
608,Frank Sinatra,0.0,0.0,0.0,0.0,0.0,0.0,1.0
609,This is the most hype intro EVER,0.0,0.0,0.0,0.0,0.0,0.0,1.0
610,Best streamer ever.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
611,king,0.0,0.0,0.0,0.0,0.0,0.0,1.0
612,Yesssssss :P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
613,"Another 30 Million in the arena baby, lets make it!!!",0.0,0.0,0.0,0.0,0.0,0.0,1.0
614,BO2 is the goat,0.0,0.0,0.0,0.0,0.0,0.0,1.0
615,Spam,0.0,0.0,0.0,0.0,0.0,0.0,1.0
616,🥺🥺🥺🥺,0.0,0.0,0.0,0.0,0.0,0.0,1.0
617,THE 2X,0.0,0.0,0.0,0.0,0.0,0.0,1.0
618,LOVED THAT INTRO ADDITION DOC,0.0,0.0,0.0,0.0,0.0,0.0,1.0
619,the 2 tiiiime the 2 timeeee,0.0,0.0,0.0,0.0,0.0,0.0,1.0
620,ya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
621,Love u Doc:_Love:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
622,:_Buffer1::_Pumpkin::_Buffer2:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
623,yayayayayayaha,0.0,0.0,0.0,0.0,0.0,0.0,1.0
624,BETTER,0.0,0.0,0.0,0.0,0.0,0.0,1.0
625,THE NAME,0.0,0.0,0.0,0.0,0.0,0.0,1.0
626,ya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
627,DOCS LOSING FIRST ROUNND,0.0,0.0,0.0,0.0,0.0,0.0,1.0
628,So much better,0.0,0.0,0.0,0.0,0.0,0.0,1.0
629,BO2 THE BEST COD,0.0,0.0,0.0,0.0,0.0,0.0,1.0
630,YAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
631,yayayayayayyayay,0.0,0.0,0.0,0.0,0.0,0.0,1.0
632,YAYAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
633,oooooh BABY BABY BABY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
634,LETS GOO,0.0,0.0,0.0,0.0,0.0,0.0,1.0
635,SAINT OF ALL SAINTS,0.0,0.0,0.0,0.0,0.0,0.0,1.0
636,YAYAYAYAYYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
637,epic,0.0,0.0,0.0,0.0,0.0,0.0,1.0
638,yes!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
639,DIS,0.0,0.0,0.0,0.0,0.0,0.0,1.0
640,Yoooooooh,0.0,0.0,0.0,0.0,0.0,0.0,1.0
641,DADDZY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
642,:_Buffer1::_Pumpkin::_Buffer2:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
643,YAYAYAYAYAY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
644,minimum,0.0,0.0,0.0,0.0,0.0,0.0,1.0
645,respect the doctor,0.0,0.0,0.0,0.0,0.0,0.0,1.0
646,LETS GOOO,0.0,0.0,0.0,0.0,0.0,0.0,1.0
647,Yayayya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
648,yayayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
649,LETS GO CHAMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
650,Yayayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
651,yayayayayayyayayayayayayay,0.0,0.0,0.0,0.0,0.0,0.0,1.0
652,RAUUUUUUUUUULLLLLLLLLLL,0.0,0.0,0.0,0.0,0.0,0.0,1.0
653,HOLLY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
654,lets stinking gooo,0.0,0.0,0.0,0.0,0.0,0.0,1.0
655,longest intro ever,0.0,0.0,0.0,0.0,0.0,0.0,1.0
656,WOOOOOOOW,0.0,0.0,0.0,0.0,0.0,0.0,1.0
657,DOCS DOMAIN,0.0,0.0,0.0,0.0,0.0,0.0,1.0
658,RAUUUUULLLLLLLLLLLL,0.0,0.0,0.0,0.0,0.0,0.0,1.0
659,BEST COD EVER,0.0,0.0,0.0,0.0,0.0,0.0,1.0
660,:_Buffer1:CHILLS:_Buffer2:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
661,simpysimpyaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
662,$150 million intro,0.0,0.0,0.0,0.0,0.0,0.0,1.0
663,IM SO EPUMPED,0.0,0.0,0.0,0.0,0.0,0.0,1.0
664,best intro to ever intro,0.0,0.0,0.0,0.0,0.0,0.0,1.0
665,:_Lambo::_Lambo::_Lambo:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
666,yo,0.0,0.0,0.0,0.0,0.0,0.0,1.0
667,best intro I have eved seen,0.0,0.0,0.0,0.0,0.0,0.0,1.0
668,Ayyyy!!!!!!!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
669,😀😀😀😀,0.0,0.0,0.0,0.0,0.0,0.0,1.0
670,The best intro ever !!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
