,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,None
2811,Sad what their doing to Biden this is Elder Abuse,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2812,バイバイジョー,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2813,That was a Fast Flight,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2814,GREAT WHITES for Trump; SHEEPHEAD and SEWER CARP for Biden!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2815,DRAIN THE SWAMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2816,biden aint winning only reason yall here is cause your boy hiding in the basement,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2817,Absolutely #12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2818,CHUPAS,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2819,TO ALL THE FAKE PASTORS OUT THERE YOU CANT SUPPORT ABORTION AND BIDEN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2820,Trump 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2821,SHARE THIS STREAM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2822,Trump 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2823,This is AF2-,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2824,Trump is working AirForce Once,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2825,Canada loves Trump 4EVA!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2826,whats is that?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2827,I'm proud of Trumps Work effort,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2828,"LOL....Biden trolls, how sweet, thanks for upping our numbers!!!",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2829,Cape Bretoners for Trump!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2830,WE LOVE PRESIDENT TRUMP ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2831,TRUMP 2020 OPEN AMERICA UP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2832,Damm this guys is like 74 and with all that engenery is AMAZING.USA better vote this guy in,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2833,FRANCE FOR TRUMP !! MERCI MISTER PRESIDENT !! =),0.0,0.0,0.0,0.0,0.0,0.0,1.0
2834,SWEDEN WITH TRUMP!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2835,TRUMP 2020!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2836,"the reality, we don´t know who is the worst",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2837,"200,000 are going to die because of trump",0.0,1.0,0.0,1.0,0.0,0.0,0.0
2838,Thank you RSBN for letting us see the full effects of these peaceful rally!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2839,AND BUGGER ALL PEOPLE WEARING MASKS. NO WONDER YALL DYING OF COVID RAPIDLY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2840,VintageMxer I noticed that too. She's adorable though! LOL,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2841,Vote trump 🤣🤣🤣🤣🤣 Americans 🤪🤪🤪🤪,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2842,CANADA FOR TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2843,TRUN OUR STATE RED MICHIGAN.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2844,trump will lose,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2845,s I m P. GET OFF OUR CHANNEL NOW!!!!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2846,What’s in Hunter’s laptop??,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2847,Stfu,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2848,HOW DID HE GET THERE SO FAST .,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2849,absolutely,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2850,We want a safe America. Biden plays no role in that. On the contrary.,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2851,TRUMP A BITCH,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2852,"I'm voting tomorrow, Mr Trump will win our state because we are a red state",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2853,MORONS FOR BIDEN 2020,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2854,BIDEN 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2855,Binde (ATF),0.0,0.0,0.0,0.0,0.0,0.0,1.0
2856,#walkaway,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2857,trump 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2858,BINDEN FOR NAPPY TIME!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2859,America First and Always,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2860,JOE SHAT HIMSELF EARLIER AGAIN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2861,BIDEN 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2862,Kamala equality equity statement Search it out on here. Pure marxism / communism. doesn't even know what equality means,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2863,ok,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2864,Just watched the Biden rally from last night. It was terrifying. How can anyone vote for that guy?,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2865,FYI...Air Force One is a call sign of whatever airplane carries the US President....it does not reflect the type of aircraft being used.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2866,Idaho for Trump ❤️❤️❤️❤️❤️❤️🌲🌲🌲🌲🌲🌲🌲🌲🌲,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2867,🛑🛑🛑🛑🛑🛑RED TSUNAMI MOTHERFUCKERS🛑🛑🛑🛑,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2868,Love trumps hate....Biden 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2869,send the socialist to China then nuke it back to stone age,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2870,Covidcon needs to be exposed!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2871,Biden is home drinking hiself away,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2872,God bless America and our awesome President,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2873,BRAZIL AND EUA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2874,DEMOCRATES AND THE MEDIA HELPING IS DOING TREASON...LOCK THEM UPO.peace f norway.TRUMP 2020 ❤,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2875,Gonna find hunter in a hole in a backyard just like saddam,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2876,dental care for all disabled veterans help us now,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2877,"HELLO TRAVERSE CITY, MI ... FROM VILONIA, ARKANSAS.",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2878,ABSOLUTELY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2879,Biden Brothers for Prison,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2880,"Trump 2020, Don Jr. 2024 ❤️❤️❤️❤️❤️❤️",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2881,ایران,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2882,Trump is man for the people,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2883,"WHERE WE GO ONE, WE GO ALL",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2884,I lied to the pollster that called me,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2885,:thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug:four more years for this President Donald j trump god bless,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2886,He is loosing ahahahha,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2887,Open up the Great Country! We are ready for a Super V recovery!!! It is time to stop the virus madness!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2888,HOW HARD WILL RUSSIA WORK THIS TIME TO HACK THE VOTES TO GET TRUMP ELECTED,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2889,every one is voting that's why chat numbers are low. go VOTE,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2890,UNBAN ALEX JONES!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2891,T2R0U2M0P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2892,JOE PAID FOR BY CHINA,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2893,TRUMP = TRUTH,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2894,May God protect our president and hold him close to His heart. Hold the evil forces away.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2895,kneegas for trump,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2896,":thanksdoc::thanksdoc::thanksdoc:LOL!!! FORGIVE ME, TRAVERSE, MI!:thanksdoc::thanksdoc::thanksdoc:",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2897,Keep Michigan Red,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2898,Trump 2020!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2899,"I like BLT's, what's the problem with these fools",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2900,Dwain the rock Johnson for president,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2901,ALL STATE LANDSLIDE MY PRESIDENT TRUMP LOVE YOU2️⃣0️⃣2️⃣0️⃣❤💙🤍✝️🙏,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2902,the best president ever,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2903,For our country and way if life in America TRUMP MUST WIN DECISIVELY!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2904,Trolls for Trump,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2905,TOBBBBI!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2906,Trump,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2907,12 MORE YEARSS!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2908,BRASIL GI TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2909,Joe Biden is a TRAITOR,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2910,Biden for Prison lol,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2911,@Manveer Chahal SEE YA TROLL,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2912,F TRUMP,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2913,BIDEN FOR PRISON,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2914,k,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2915,Did they retire the 747 or is this a temporary solution?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2916,They want to put the small business out Walmart has had best year ever,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2917,TRUMP President 🦾,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2918,@ooga 👍🤗 Lol,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2919,HIT THE LIKE 👍 BUTTON WHEN YOU GET HERE!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2920,UK FOR TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2921,WINNNERS for Trump!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2922,YES TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2923,❤❤❤❤❤❤💯💯💯💯💯💯💯💯💯💯🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2924,TOBY KIETHHH NEVER FORGET 9/11,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2925,Trump!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2926,"Because this Godly man, John James, The Lord God will bless MI. In The Name of Jesus, Amen",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2927,KAMALA REAL NAME IS KAMAL !!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2928,":_RSBNUSA:We need every single vote!:_RSBNUSA: Help RSBN spread President Trump's message! :_RSBNKAG:Share this livestream on Twitter, Parler, Facebook and your email list!:_RSBNKAG::_RSBNKAG:",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2929,凄え！,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2930,biden for jail,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2931,trump can go to hell,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2932,Moet poepen,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2933,No one actually wants Biden or Harris,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2934,Trump First miauuuu,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2935,they over sample polls,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2936,❤ THANK YOU PRESIDENT TRUMP ❤ GOD BLESS THE USA ❤,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2937,"The Dems want to DESTROY AMERICA and Usher in the New World Order, Globalism..",0.0,1.0,0.0,0.0,0.0,0.0,0.0
2938,donald trump is garbage,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2939,Say NO to A Dark Winter - VOTE TRUMP,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2940,4 MORE YEARS!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2941,NO to the NWO!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2942,Let's gooooooooooooooooo,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2943,pedophiles for biden..,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2944,"THERE HAVE BEEN 1,547 MASS SHOOTINGS SINCE TRUMP HAS BEEN PRESIDENT. AND 0 FEDERAL GUN LAWS SIGNED!",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2945,🐸👌Libtards=💩,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2946,Brock pierce,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2947,american people i pray Trump save 2nd emendment for Usa and entire world....god bless Trump from Italy,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2948,"LOVE FROM THE TREMENDOUS NATION OF NORTHERN IRELAND, TRUMPS DONE A GREAT JOB AND HOPE HE FIRES JOE UKRAINE BIDEN",0.0,0.0,0.0,0.0,0.0,1.0,0.0
2949,God bless president trump and uda,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2950,Trump🌪!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2951,Trump 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2952,I HATE U DONALD TRUMP,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2953,TRUMP NATION !!! GO TRUMP ❤❤,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2954,AIR FORCE 2..... THAT IS THE VICE PRESIDENT NOT TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2955,Michigan ❤️’s TRUMP! 😍🥰😘😚😗😋💃💃💃👯‍♀️👯‍♀️👯‍♀️🕺🕺🕺💃💃💃👯‍♀️👯‍♀️👯‍♀️,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2956,INAPPROPRIATE SHOWERS MATTER,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2957,PENNSYLVANIA WILL TRY TO STEAL THE ELECTION MAKE SURE YOU ARE WATCHING THE POLLS,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2958,MEDIA MAFIA 4 BIDEN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2959,":elbowcough:NOPE, POLLS ARE FAKE!!",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2960,we love Trump we love Trump,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2961,AWESOME,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2962,name of the song?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2963,antartica for trump,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2964,LIAR CHEAT THEIF,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2965,AMEN THANK GOD 🙏🏼🙏🏽🙏🏻🙏🏼🙏🏽🙏🏽🙏🏻🙏🏻🙏🏻🙏🏽🙏🏼🙏🏽🙏🏽🙏🏽🙏🏻🙏🏼🙏🏽🙏🏽🙏🏻🙏🏻🙏🏽🙏🏼🙏🏽🙏🏽🙏🏻🙏🏼🙏🏽,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2966,👽YUP ! SUP ! GREAT JEDI🕵️‍RIGHT🎙SIDE @RSBNETWORK AND ALL💻️JEDI OF THE REPUBLIC. IN CHAT ! IN ACTION WITHIN THE FORCE OUR CREATOR GOD THE LAW... KEEP US🌎ALL ALIVE !,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2967,MI - vote - take 3 to the polls with you!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2968,THE LAST RALLY WILL BE THE BIGGEST,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2969,MAGA2020! WWG1WGA!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2970,Who sings that song? Name of band?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2971,LOVE ME SOME TOBY KEITH! REMINDS ME OF TRUMP'S INAUGURATION!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2972,JOE FOR JAIL,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2973,Trump 2024,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2974,LGBT For Trump,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2975,GREAT WHITES for Trump; SHEEPHEAD and SEWER CARP for Biden!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2976,biden 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2977,SUBURBAN WOMEN for TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2978,THE BEST. IS YET. TO COME! AAAAAAAAAAAAAAAAAAAAAAAAAAAAAGHHHHHHHH!!!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2979,Polls are kaput,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2980,CHINA CCP OWNS THE BIDEN’S/OBAMA,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2981,VIENNA IS BURNING VOTE TRUMP!! SAFE AMERICA FROM ISLAMIC TERRORISM!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2982,VOTE IN PERSON,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2983,That’s Air Force 2 (VP).,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2984,"""Absolutely!!!!""",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2985,"""GLOBALIST SELL-OUT FOR ' CHY NA JOE ' TO VISIT PERMANENTLY 'GITMO'}¡♡!""!!!!!!!!!!!!!!!!!!!!",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2986,MASSACHUSETTS FOR TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2987,"Toby Keith - Courtesy of the Red, White and Blue",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2988,MILK 🥛 PRODUCTS CAUSE FLU SYMPTOMS,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2989,Please Click Like Like Like Like Like,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2990,"LET'S GO, MICHIGAN!! LET'S DELIVER FOR TRUMP IN BIGGER NUMBERS THIS TIME! MAGA!!!",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2991,Absolutely #13 she is,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2992,CHINA JOE FOR ELECTRIC CHAIR 2020!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2993,MORONS FOR BIDEN 2020,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2994,Hello Michigan! Vote RED!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2995,Have Fun Open Up,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2996,"🏁 ""Go for it BIG D "" 🏁",0.0,0.0,0.0,0.0,0.0,0.0,1.0
2997,trump loses,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2998,SINGAPORE BROTHER IN CHRIST:ROMANS TAN HOCK LEONG HAVE FAITH IN GOD-IN GOD 🙏🙏🙏 ( MARK 11:22+ISAIAH 43:19),0.0,0.0,0.0,0.0,0.0,0.0,1.0
2999,Biden for the gallows,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3000,PRAY FOR PRESIDENT TRUMPS STRENGTH!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3001,they getting corona,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3002,Mr. Trump/Mr. Pence 2020 and beyond!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3003,VA here donated to John James and Joe Collins:_RSBNUSFlag2::_RSBNUSFlag2::_RSBN4moreyears:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3004,Trump 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3005,Trump is Winning and libturds are Whining! Cry liberals CRY !,1.0,1.0,0.0,1.0,0.0,1.0,0.0
3006,hello everyone ðŸ–ï¸ðŸ˜ƒ,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3007,not many people at this rally,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3008,360+,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3009,"HIT ""LIKE"" IF YOU LOVE THIS RALLY!!!!",0.0,0.0,0.0,0.0,0.0,0.0,1.0
3010,RED TSUNAMI RED LANDSLIDE,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3011,he didnt even win the popular vote last time,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3012,"THE LORD JESUS CHRIST saith you must be BORN AGAIN , BY HOLY GHOST BIBLE JOHN 3:3-7 KJV",0.0,0.0,0.0,0.0,0.0,0.0,1.0
3013,landslide!!!!!!!!!!!!!!!!!!!!!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3014,BIDEN 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3015,derail,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3016,landslide incoming,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3017,its also impossible to find this live rally on YouTube Today! Censorship!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3018,any airplane the president is on uses the call sign Air Force 1. Air Force 2 is used when Vice president is on board,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3019,"AF1 = whichever plane the president is on, could be a crop duster and would still be called air force 1",0.0,0.0,0.0,0.0,0.0,0.0,1.0
3020,the Rock is a disgrace,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3021,Jesus for Lord forever and always,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3022,CHINA OWNS THE BIDEN CRIME FAMILY SYNDICATE,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3023,Heâ€™s there now. Whatever plane he flies in is called air force 1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3024,Beijing Biden,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3025,when the president is on the plane it is still referred to as AF1!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3026,VOTE TRUMP BECAUSE 47 YEARS IS LONG ENUFF,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3027,wishing to trump win 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3028,@Ryan Fox Thanx. Didn't know.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3029,Canada for Trump,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3030,POTUS and FIRST FAMILY are living proof we don't have to live in FEAR of Covid! 4 MORE YEARS for TRUMP-PENCE ðŸ‘ðŸŽ†ðŸ‘,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3031,Trump 2020 send China virus and China joe packing please!!!!!!!!!!!,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3032,Yes Landslide,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3033,GOD BLESSED US WITH TRUMP AND JAMES,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3034,TRUMP President ðŸ¦¾,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3035,:_RSBNUSA::_RSBNUSA::_RSBNUSA::_RSBNUSA: Dont listen to the polls GO VOTE Vote Trump Vote for America:_RSBNUSA::_RSBNUSA::_RSBNUSA::_RSBNUSA::_RSBNUSA::_RSBNUSA:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3036,AF1 and AF2 are call signs,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3037,They can't spell BLT correctly,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3038,Portland is sick of antifa & blm Domestic Terrorists in their streets!!ðŸ¤¬ðŸ¤¬ðŸ¤¬,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3039,Stringfellow 1983 u really think the uk wants this idiot,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3040,HAPPY BIRTHDAY BRIAN GLENN!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3041,Impeach whither,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3042,ØªØ±Ø§Ù…Ù¾ Ø§Ø­Ù…Ù‚ Ù‡Ù‡Ù‡Ù‡Ù‡Ù‡Ù‡,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3043,"Hilary Clinton polling for FL in 2016, 91% to 9% in her favour. The best way to prove polls wrong, is REGISTER > go > vote",0.0,0.0,0.0,0.0,0.0,0.0,1.0
3044,320,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3045,Trump 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3046,Finally playing this song!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3047,IDEOLOGICALLY POSSESSED CROWD OF DISEASE SPREADERS!! PREPARE FOR A SAD DAY TMRW!,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3048,Protect the beef stock,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3049,Let's GOOOOO!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3050,Superman wears Trump pajamas,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3051,Kosovo je srbija,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3052,I truly think joe buyins health is in jeopardy... im worried about that fella,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3053,BIDEN SUPPORTERS HAVE IQ OF ðŸŽ,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3054,gg trump,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3055,Hope all these Patriots are voting tomorrow.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3056,4 more years,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3057,TRUMP CHAT IS THE ONLY PLACE BIDEN'S 3 - 4 SUPPORTERS CAN BE NOTICED! (KIND OF) LOL! WHAT LOSERS!,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3058,I PRAY FOR LANDSLIDE!!! COME ON AMERICA VOTE FOR TRUMP!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3059,"LEFTISTS WILL GO TO HELL Matthew 25:41 Then shall he (GOD) say also unto them on the LEFT hand, Depart from me, ye cursed, into everlasting fire, prepared for the devil and his angels:",0.0,0.0,0.0,0.0,0.0,0.0,1.0
3060,Support our Police ðŸš”ðŸš”ðŸš”ðŸš”ðŸš”ðŸš”ðŸš”ðŸš”ðŸš”ðŸš”ðŸš”ðŸ¥°ðŸš”ðŸ¥°ðŸ¥°â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸,0.0,0.0,0.0,0.0,0.0,0.0,1.0
