,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,cleaned_message,POS,tagCounts,preprocessed_1,POS-SEQ,None,words,uppercase_word_count,punctuation_count,not_in_vocab_words
52,Biden cheated,0.0,0.0,0.0,1.0,0.0,0.0,Biden cheated,"[('Biden', 'PROPN'), ('cheat', 'VERB')]","{'PROPN': 1, 'VERB': 1}",biden cheat,PROPN VERB,0.0,biden cheat,0,0,
53,Cheaters BUSTED !!!!!!!!!!!!!!!!!,1.0,0.0,0.0,1.0,0.0,0.0,Cheaters BUSTED !!!!!!!!!!!!!!!!!,"[('cheater', 'NOUN'), ('bust', 'VERB'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT')]","{'NOUN': 1, 'VERB': 1, 'PUNCT': 17}",cheater bust,NOUN VERB PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT,0.0,cheater bust,1,17,
54,Trump the new host of the biggest loser,1.0,0.0,1.0,0.0,0.0,0.0,Trump the new host of the biggest loser,"[('trump', 'VERB'), ('the', 'DET'), ('new', 'ADJ'), ('host', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('big', 'ADJ'), ('loser', 'NOUN')]","{'VERB': 1, 'DET': 2, 'ADJ': 2, 'NOUN': 2, 'ADP': 1}",trump new host big loser,VERB DET ADJ NOUN ADP DET ADJ NOUN,0.0,trump new host of big loser,0,0,
55,youtube is doing this on purpose...making it hard to hear...,0.0,0.0,0.0,0.0,0.0,0.0,youtube is doing this on purpose...making it hard to hear...,"[('youtube', 'NOUN'), ('be', 'AUX'), ('do', 'VERB'), ('this', 'DET'), ('on', 'ADP'), ('purpose', 'NOUN'), ('...', 'PUNCT'), ('make', 'VERB'), ('it', 'PRON'), ('hard', 'ADJ'), ('to', 'PART'), ('hear', 'VERB'), ('...', 'PUNCT')]","{'NOUN': 2, 'AUX': 1, 'VERB': 3, 'DET': 1, 'ADP': 1, 'PUNCT': 2, 'PRON': 1, 'ADJ': 1, 'PART': 1}",youtube do purpose ... make hard to hear ...,NOUN AUX VERB DET ADP NOUN PUNCT VERB PRON ADJ PART VERB PUNCT,1.0,youtube be do on purpose ... make hard to hear ...,0,6,
56,electoral college certifies election results NOT the MEDIA💩,0.0,0.0,0.0,0.0,0.0,0.0,electoral college certifies election results NOT the MEDIA💩,"[('electoral', 'ADJ'), ('college', 'NOUN'), ('certifie', 'NOUN'), ('election', 'NOUN'), ('result', 'NOUN'), ('not', 'PART'), ('the', 'DET'), ('MEDIA', 'PROPN'), ('💩', 'EMOJI')]","{'ADJ': 1, 'NOUN': 5, 'PART': 1, 'DET': 1, 'PROPN': 1}",electoral college certifie election result not media 💩,ADJ NOUN NOUN NOUN NOUN PART DET PROPN EMOJI,1.0,electoral college certifie election result not media,2,0,certifie
57,LOVE YOU BIDEN,0.0,0.0,0.0,0.0,0.0,0.0,LOVE YOU BIDEN,"[('love', 'VERB'), ('you', 'PRON'), ('BIDEN', 'VERB')]","{'VERB': 2, 'PRON': 1}",love biden,VERB PRON VERB,1.0,love biden,3,0,
58,Why is santa bald????,1.0,0.0,0.0,0.0,0.0,0.0,Why is santa bald????,"[('why', 'ADV'), ('be', 'AUX'), ('santa', 'PROPN'), ('bald', 'PROPN'), ('?', 'PUNCT'), ('?', 'PUNCT'), ('?', 'PUNCT'), ('?', 'PUNCT')]","{'ADV': 1, 'AUX': 1, 'PROPN': 2, 'PUNCT': 4}",why santa bald,ADV AUX PROPN PROPN PUNCT PUNCT PUNCT PUNCT,0.0,why be santa bald,0,4,
59,imagine having someone beside you doing that the whole time?,0.0,0.0,0.0,0.0,0.0,0.0,imagine having someone beside you doing that the whole time?,"[('imagine', 'VERB'), ('have', 'VERB'), ('someone', 'PRON'), ('beside', 'ADP'), ('you', 'PRON'), ('do', 'VERB'), ('that', 'SCONJ'), ('the', 'DET'), ('whole', 'ADJ'), ('time', 'NOUN'), ('?', 'PUNCT')]","{'VERB': 3, 'PRON': 2, 'ADP': 1, 'SCONJ': 1, 'DET': 1, 'ADJ': 1, 'NOUN': 1, 'PUNCT': 1}",imagine have do whole time,VERB VERB PRON ADP PRON VERB SCONJ DET ADJ NOUN PUNCT,1.0,imagine have beside do whole time,0,1,
60,eew,0.0,0.0,0.0,0.0,0.0,0.0,eew,"[('eew', 'ADJ')]",{'ADJ': 1},eew,ADJ,1.0,eew,0,0,eew
61,Entire election was rigged,0.0,0.0,0.0,1.0,0.0,0.0,Entire election was rigged,"[('entire', 'ADJ'), ('election', 'NOUN'), ('be', 'AUX'), ('rig', 'VERB')]","{'ADJ': 1, 'NOUN': 1, 'AUX': 1, 'VERB': 1}",entire election rig,ADJ NOUN AUX VERB,0.0,entire election be rig,0,0,
62,CULT45 SQUARELY BEHIND THE 🎱 ON THE U.S. ELECTIONS......HES DONE,0.0,0.0,0.0,0.0,0.0,0.0,CULT45 SQUARELY BEHIND THE 🎱 ON THE U.S. ELECTIONS......HES DONE,"[('cult45', 'X'), ('SQUARELY', 'PROPN'), ('behind', 'ADP'), ('the', 'DET'), ('🎱', 'EMOJI'), ('on', 'ADP'), ('the', 'DET'), ('you', 'PRON'), ('.', 'PUNCT'), ('S.', 'PROPN'), ('ELECTIONS', 'PROPN'), ('......', 'PUNCT'), ('HES', 'PROPN'), ('do', 'VERB')]","{'X': 1, 'PROPN': 4, 'ADP': 2, 'DET': 2, 'NOUN': 1, 'PUNCT': 1, 'VERB': 1}",cult45 squarely 🎱 u.s. elections ...... hes do,X PROPN ADP DET EMOJI ADP DET PRON PUNCT PROPN PROPN PUNCT PROPN VERB,1.0,cult45 squarely behind on u.s. elections ...... hes do,11,8,cult45
63,Busted!,0.0,0.0,0.0,0.0,0.0,0.0,Busted!,"[('bust', 'VERB'), ('!', 'PUNCT')]","{'VERB': 1, 'PUNCT': 1}",bust,VERB PUNCT,1.0,bust,0,1,
64,🤟BYE👋DON👍 2020..ish,0.0,0.0,0.0,0.0,0.0,0.0,🤟BYE👋DON👍 2020..ish,"[('🤟', 'EMOJI'), ('BYE', 'PROPN'), ('👋', 'EMOJI'), ('DON', 'PROPN'), ('👍', 'EMOJI'), ('2020', 'NUM'), ('..', 'PUNCT'), ('ish', 'VERB')]","{'PUNCT': 2, 'PROPN': 3, 'NUM': 2, 'VERB': 1}",🤟 bye 👋 don 👍 2020 .. ish,EMOJI PROPN EMOJI PROPN EMOJI NUM PUNCT VERB,1.0,bye don 2020 .. ish,2,2,
